deploymentNumber,Reference Designator,sensor.uid,startDateTime,stopDateTime,lat,lon,mooring.uid,CUID_Deploy,node.uid,versionNumber,deployedBy,CUID_Recover,recoveredBy,orbit,deployment_depth,water_depth,notes
3,CE09OSSM-SBD11-04-VELPTA000,CGINS-VELPTA-08539,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,1,,nominal_depth
3,CE09OSSM-SBD11-06-METBKA000,CGINS-METLGR-00009,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,-3,,nominal_depth
3,CE09OSSM-SBD12-00-DCLENG000,OL000476,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
3,CE09OSSM-SBD12-03-HYDGN0000,CGINS-HYDGN0-49841,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
3,CE09OSSM-SBD12-04-PCO2AA000,CGINS-PCO2AA-35259,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
3,CE09OSSM-SBD12-05-WAVSSA000,CGINS-WAVSSA-05291,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
4,CE09OSSM-MFC31-00-CPMENG000,CGCON-MCPM03-00011,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD35-00-DCLENG000,CGCON-MDCL35-00011,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD35-01-VEL3DD000,CGINS-VEL3DD-12607,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD35-02-PRESFC000,CGINS-PRESFC-01398,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD35-04-ADCPSJ000,CGINS-ADCPSJ-22649,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD35-05-PCO2WB000,CGINS-PCO2WB-C0062,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD35-06-PHSEND000,CGINS-PHSEND-P0121,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD37-00-DCLENG000,CGCON-MDCL37-00011,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD37-01-OPTAAC000,CGINS-OPTAAC-00266,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD37-03-CTDBPE000,CGINS-CTDBPE-50149,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD37-03-DOSTAD000,CGINS-DOSTAD-00219,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-MFD37-07-ZPLSCC000,CGINS-ZPLSCC-55098,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RIC21-00-CPMENG000,CGCON-NCPM02-00012,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID26-00-DCLENG000,CGCON-NDCL26-00026,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID26-01-ADCPTC000,CGINS-ADCPTC-19002,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID26-04-VELPTA000,CGINS-VELPTA-11398,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID26-06-PHSEND000,CGINS-PHSEND-P0166,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID26-07-NUTNRB000,CGINS-NUTNRB-00256,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID26-08-SPKIRB000,CGINS-SPKIRB-00243,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID27-00-DCLENG000,CGCON-NDCL27-00012,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID27-01-OPTAAD000,CGINS-OPTAAD-00124,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
4,CE09OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01291,2016-09-21T01:26:00,2017-04-14T15:17:00,46.85083,-124.97184,CGMCE-09OSSM-00004,AT37-03,,1,,,,,,,
