,ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO,RCA,In Asset Tracking
1047,CGINS-CTDGVM-09059,N00337,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9059,,20130806.0,,CGSN Glider Instrument Pool,,False,False
1048,CGINS-CTDGVM-09060,N00342,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9060,,20130826.0,,CGSN Glider Instrument Pool,,False,False
1049,CGINS-CTDGVM-09061,N00635,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9061,,20130530.0,,CGSN Glider Instrument Pool,,False,False
1050,CGINS-CTDGVM-09064,N00626,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9064,,20130530.0,,CGSN Glider Instrument Pool,,False,False
1051,CGINS-CTDGVM-09065,N00629,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9065,,20130530.0,,CGSN Glider Instrument Pool,,False,False
1052,CGINS-CTDGVM-09066,N00632,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9066,,20130530.0,,CGSN Glider Instrument Pool,,False,False
1053,CGINS-CTDGVM-09081,N00148,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9081,,20130701.0,,CGSN Glider Instrument Pool,,False,False
1054,CGINS-CTDGVM-09082,N00143,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9082,,20130701.0,,CGSN Glider Instrument Pool,,False,False
1055,CGINS-CTDGVM-09083,N00119,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9083,,20130701.0,186935.0,CGSN Glider Instrument Pool,,False,False
1056,CGINS-CTDGVM-09085,N00347,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9085,,20110628.0,,CGSN Glider Instrument Pool,,False,False
1057,CGINS-CTDGVM-09086,N00352,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9086,,20131011.0,,CGSN Glider Instrument Pool,,False,False
1058,CGINS-CTDGVM-09087,N00138,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9087,,20131223.0,,CGSN Glider Instrument Pool,,False,False
1059,CGINS-CTDGVM-09088,N00158,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9088,,20131223.0,,CGSN Glider Instrument Pool,,False,False
1060,CGINS-CTDGVM-09089,N00163,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9089,,20131223.0,,CGSN Glider Instrument Pool,,False,False
1061,CGINS-CTDGVM-09150,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9150,,,,CGSN Glider Instrument Pool,,False,False
1062,CGINS-CTDGVM-09158,N00638,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9158,,20140422.0,,CGSN Glider Instrument Pool,,False,False
1063,CGINS-CTDGVM-09172,N00525,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9172,,20140804.0,,CGSN Glider Instrument Pool,,False,False
1064,CGINS-CTDGVM-09173,N00537,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9173,,20140804.0,,CGSN Glider Instrument Pool,,False,False
1065,CGINS-CTDGVM-09174,N00666,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9174,,20140825.0,,CGSN Glider Instrument Pool,,False,False
1066,CGINS-CTDGVM-09175,N00531,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9175,,20140804.0,171901.09,CGSN Glider Instrument Pool,,False,False
1067,CGINS-CTDGVM-09195,N00528,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9195,,20140813.0,,CGSN Glider Instrument Pool,,False,False
1068,CGINS-CTDGVM-09196,N00534,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9196,,20140813.0,,CGSN Glider Instrument Pool,,False,False
1069,CGINS-CTDGVM-09207,N00411,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9207,,20141212.0,,CGSN Glider Instrument Pool,,False,False
1070,CGINS-CTDGVM-09209,N00540,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9209,,20141120.0,171195.0,CGSN Glider Instrument Pool,,False,False
1071,CGINS-CTDGVM-09211,N00408,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9211,,20141120.0,,CGSN Glider Instrument Pool,,False,False
1072,CGINS-CTDGVM-09214,N00402,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9214,,20141120.0,171195.0,CGSN Glider Instrument Pool,,False,False
1073,CGINS-CTDGVM-09222,,Sensor,1,CTD for Glider: CTDGV Series M,,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9222,,,,CGSN Glider Instrument Pool,,False,False
1074,CGINS-CTDGVM-09230,N00650,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9230,,20141223.0,,CGSN Glider Instrument Pool,,False,False
1075,CGINS-CTDGVM-09231,N00653,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9231,,20141223.0,,CGSN Glider Instrument Pool,,False,False
1076,CGINS-CTDGVM-09232,N00644,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9232,,20150326.0,,CGSN Glider Instrument Pool,,False,False
1077,CGINS-CTDGVM-09235,N00641,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9235,,20150316.0,171195.0,CGSN Glider Instrument Pool,,False,False
1078,CGINS-CTDGVM-09237,N00647,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9237,,20150522.0,,CGSN Glider Instrument Pool,,False,False
1079,CGINS-CTDGVM-09238,OL000115,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9238,,,,CGSN Glider Instrument Pool,,False,False
1080,CGINS-CTDGVM-09258,N00543,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9258,,20150803.0,,CGSN Glider Instrument Pool,,False,False
1081,CGINS-CTDGVM-09268,OL000608,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9268,,,,CGSN Glider Instrument Pool,,False,False
1082,CGINS-CTDGVM-09269,OL000146,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9269,,,,CGSN Glider Instrument Pool,,False,False
1083,CGINS-CTDGVM-09270,OL000150,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9270,,20121227.0,25000.0,CGSN Glider Instrument Pool,,False,False
1084,CGINS-CTDGVM-09283,OL000143,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9283,,,,CGSN Glider Instrument Pool,,False,False
1085,CGINS-CTDGVM-09284,OL000153,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9284,,,,CGSN Glider Instrument Pool,,False,False
1086,CGINS-CTDGVM-09285,OL000160,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9285,,,,CGSN Glider Instrument Pool,,False,False
1087,CGINS-CTDGVM-09286,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9286,,,,CGSN Glider Instrument Pool,,False,False
1088,CGINS-CTDGVM-09287,OL000168,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9287,,20121227.0,25000.0,CGSN Glider Instrument Pool,,False,False
1089,CGINS-CTDGVM-09288,OL000174,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9288,,20121227.0,25000.0,CGSN Glider Instrument Pool,,False,False
1090,CGINS-CTDGVM-09294,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9294,,,,CGSN Glider Instrument Pool,,False,False
1091,CGINS-CTDGVM-09295,,Sensor,1,CTD for Glider: CTDGV Series M,,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9295,,,,CGSN Glider Instrument Pool,,False,False
1092,CGINS-CTDGVM-09297,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9297,,,,CGSN Glider Instrument Pool,,False,False
1093,CGINS-CTDGVM-09302,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9302,,,,CGSN Glider Instrument Pool,,False,False
1094,CGINS-CTDGVM-09306,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9306,,,,CGSN Glider Instrument Pool,,False,False
1095,CGINS-CTDGVM-09307,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9307,,,,CGSN Glider Instrument Pool,,False,False
1096,CGINS-CTDGVM-09338,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9338,,,,CGSN Glider Instrument Pool,,False,False
1097,CGINS-CTDGVM-09341,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9341,,,,CGSN Glider Instrument Pool,,False,False
1098,CGINS-CTDGVM-09345,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9345,,,,CGSN Glider Instrument Pool,,False,False
1099,CGINS-CTDGVM-09346,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9346,,,,CGSN Glider Instrument Pool,,False,False
1100,CGINS-CTDGVM-09347,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9347,,,,CGSN Glider Instrument Pool,,False,False
1101,CGINS-CTDGVM-09349,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9349,,,,CGSN Glider Instrument Pool,,False,False
1102,CGINS-CTDGVM-09353,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9353,,,,CGSN Glider Instrument Pool,,False,False
1103,CGINS-CTDGVM-09354,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9354,,,,CGSN Glider Instrument Pool,,False,False
1104,CGINS-CTDGVM-09361,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9361,,,,CGSN Glider Instrument Pool,,False,False
1105,CGINS-CTDGVM-09362,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9362,,,,CGSN Glider Instrument Pool,,False,False
1106,CGINS-CTDGVM-09363,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9363,,,,CGSN Glider Instrument Pool,,False,False
1107,CGINS-CTDGVM-09364,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9364,,,,CGSN Glider Instrument Pool,,False,False
1108,CGINS-CTDGVM-09453,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9453,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution,False,False
1399,CGINS-CTDMOR-12549,A01129,Sensor,0,CTD Mooring (Inductive): CTDMO Series R,CTDMO SERIES R (37IM),Sea-Bird Electronics,SBE 37-IM,37-12549,,20141014.0,6775.0,,Woods Hole Oceanographic Institution,False,False
1416,CGINS-CTDPFJ-00308,N00594,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-001,Sea-Bird Electronics,SBE 49 Fast CAT,49-0308,,20130630.0,7000.0,,Oregon State University,False,False
1417,CGINS-CTDPFJ-00336,N00602,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-006,Sea-Bird Electronics,SBE 49 Fast CAT,49-0336,,20140929.0,7000.0,,Oregon State University,False,False
1418,CGINS-CTDPFJ-00346,N00578,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-003,Sea-Bird Electronics,SBE 49 Fast CAT,49-0346,,20140616.0,7000.0,,Oregon State University,False,False
1419,CGINS-CTDPFJ-00347,N00562,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-005,Sea-Bird Electronics,SBE 49 Fast CAT,49-0347,,20140801.0,7000.0,,,False,False
1420,CGINS-CTDPFJ-00348,N00570,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-004,Sea-Bird Electronics,SBE 49 Fast CAT,49-0348,,20140801.0,7000.0,,,False,False
1421,CGINS-CTDPFJ-00349,N00586,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-002,Sea-Bird Electronics,SBE 49 Fast CAT,49-0349,,20140630.0,7000.0,,Oregon State University,False,False
1422,CGINS-CTDPFJ-00405,,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-007,Sea-Bird Electronics,SBE 49 Fast CAT,49-0405,,20161230.0,,,Oregon State University,False,False
1423,CGINS-CTDPFJ-00406,,Sensor,0,CTD Profiler: CTDPF Series J,CTDPF for WLP-008,Sea-Bird Electronics,SBE 49 Fast CAT,49-0406,,20161230.0,,,Oregon State University,False,False
1424,CGINS-CTDPFK-00093,N00001,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML12714-01,Sea-Bird Electronics,SBE 52-MP,93,,20110617.0,,,,False,False
1425,CGINS-CTDPFK-00106,N00008,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML12936-01,Sea-Bird Electronics,SBE 52-MP,106,,20130122.0,,,,False,False
1426,CGINS-CTDPFK-00110,N00050,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML12991-03,Sea-Bird Electronics,SBE 52-MP,110,,20130426.0,,,,False,False
1427,CGINS-CTDPFK-00111,N00022,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML12991-01,Sea-Bird Electronics,SBE 52-MP,111,,20150713.0,92259.49,,,False,False
1428,CGINS-CTDPFK-00112,N00064,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML12991-04,Sea-Bird Electronics,SBE 52-MP,52-0112,,20130510.0,,,,False,False
1429,CGINS-CTDPFK-00113,N00036,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML12991-02,Sea-Bird Electronics,SBE 52-MP,113,,20150604.0,,,,False,False
1430,CGINS-CTDPFK-00114,N00071,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML12991-05,Sea-Bird Electronics,SBE 52-MP,114,,20130510.0,,,,False,False
1431,CGINS-CTDPFK-00124,N00078,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML13103-01,Sea-Bird Electronics,SBE 52-MP,124,,20140128.0,,,,False,False
1432,CGINS-CTDPFK-00125,N00085,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML13103-02,Sea-Bird Electronics,SBE 52-MP,125,,20140128.0,,,,False,False
1433,CGINS-CTDPFK-00126,N00092,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML13103-03,Sea-Bird Electronics,SBE 52-MP,126,,20140128.0,,,,False,False
1434,CGINS-CTDPFK-00127,N00099,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML13103-04,Sea-Bird Electronics,SBE 52-MP,127,,20140128.0,,,,False,False
1435,CGINS-CTDPFK-00128,N00106,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML13103-05,Sea-Bird Electronics,SBE 52-MP,128,,20140128.0,,,,False,False
1436,CGINS-CTDPFK-00169,,Sensor,0,CTD Profiler: CTDPF Series K,,Sea-Bird Electronics,SBE 52-MP,169,,,,,,False,False
1437,CGINS-CTDPFK-00184,,Sensor,0,CTD Profiler: CTDPF Series K,,Sea-Bird Electronics,SBE 52-MP,184,,20170627.0,,,Woods Hole Oceanographic Institution,False,False
1438,CGINS-CTDPFK-00185,,Sensor,0,CTD Profiler: CTDPF Series K,,Sea-Bird Electronics,SBE 52-MP,185,,20170627.0,,,Woods Hole Oceanographic Institution,False,False
1439,CGINS-CTDPFK-00189,,Sensor,0,CTD Profiler: CTDPF Series K,CTD for WFP Coastal ML14378-01,Sea-Bird Electronics,SBE 52-MP,189,,20170907.0,,,Oregon State University,False,False
1440,CGINS-CTDPFL-00097,N00170,Sensor,0,CTD Profiler: CTDPF Series L,CTD Profiler,Sea-Bird Electronics,SBE 52-MP,97,,,,,,False,False
1441,CGINS-CTDPFL-00107,N00606,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF for ML12936-02,Sea-Bird Electronics,SBE 52-MP,107,,20130320.0,,,,False,False
1442,CGINS-CTDPFL-00115,N00614,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF for ML12997-01,Sea-Bird Electronics,SBE 52-MP,115,,20130320.0,,,,False,False
1443,CGINS-CTDPFL-00129,N00166,Sensor,0,CTD Profiler: CTDPF Series L,CTD for WFP Coastal ML13104-06,Sea-Bird Electronics,SBE 52-MP,129,,20140925.0,,,,False,False
1444,CGINS-CTDPFL-00130,N00662,Sensor,0,CTD Profiler: CTDPF Series L,CTD for WFP Coastal ML13104-07,Sea-Bird Electronics,SBE 52-MP,130,,20140925.0,,,,False,False
1445,CGINS-CTDPFL-00131,N00113,Sensor,0,CTD Profiler: CTDPF Series L,CTD for WFP Coastal ML13104-01,Sea-Bird Electronics,SBE 52-MP,131,,20140115.0,,,,False,False
1446,CGINS-CTDPFL-00132,N00618,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF for ML13104-03,Sea-Bird Electronics,SBE 52-MP,132,,20140115.0,,,,False,False
1447,CGINS-CTDPFL-00133,N00658,Sensor,0,CTD Profiler: CTDPF Series L,CTD for WFP Coastal ML13104-05,Sea-Bird Electronics,SBE 52-MP,133,,20140402.0,,,,False,False
1448,CGINS-CTDPFL-00134,N00610,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF for ML13104-02,Sea-Bird Electronics,SBE 52-MP,134,,20140115.0,,,,False,False
1449,CGINS-CTDPFL-00135,N00127,Sensor,0,CTD Profiler: CTDPF Series L,CTD for WFP Coastal ML13104-04,Sea-Bird Electronics,SBE 52-MP,135,,20140925.0,,,,False,False
1450,CGINS-CTDPFL-00150,OL000039,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF Series L,Sea-Bird Electronics,SBE 52-MP,150,,,,,,False,False
1451,CGINS-CTDPFL-00151,OL000043,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF Series L,Sea-Bird Electronics,SBE 52-MP,151,,,,,,False,False
1452,CGINS-CTDPFL-00152,OL000051,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF Series L,Sea-Bird Electronics,SBE 52-MP,152,,,,,,False,False
1453,CGINS-CTDPFL-00153,OL000055,Sensor,0,CTD Profiler: CTDPF Series L,CTDPF Series L,Sea-Bird Electronics,SBE 52-MP,153,,,,,,False,False
1454,CGINS-DOFSTK-00209,N00002,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOFST for WFP Coastal ML12714-01,Sea-Bird Electronics,SBE 43F,43-0209,,20110617.0,,,,False,False
1455,CGINS-DOFSTK-02397,N00009,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML12936-01,Sea-Bird Electronics,SBE 43F,43-2397,,20130122.0,,,,False,False
1456,CGINS-DOFSTK-02496,N00051,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML12991-03,Sea-Bird Electronics,SBE 43F,43-2496,,20130426.0,,,,False,False
1457,CGINS-DOFSTK-02497,N00023,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML12991-01,Sea-Bird Electronics,SBE 43F,43-2497,,20150713.0,92259.49,,,False,False
1458,CGINS-DOFSTK-02498,N00065,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML12991-04,Sea-Bird Electronics,SBE 43F,43-2498,,20130510.0,,,,False,False
1459,CGINS-DOFSTK-02499,N00037,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML12991-02,Sea-Bird Electronics,SBE 43F,43-2499,,20150604.0,,,,False,False
1460,CGINS-DOFSTK-02500,N00072,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML12991-05,Sea-Bird Electronics,SBE 43F,43-2500,,20130510.0,,,,False,False
1461,CGINS-DOFSTK-02628,N00107,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOFST for WFP Coastal ML13103-05,Sea-Bird Electronics,SBE 43F,43-2628,,20140128.0,,,,False,False
1462,CGINS-DOFSTK-02708,N00079,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML13103-01,Sea-Bird Electronics,SBE 43F,43-2708,,20140128.0,,,,False,False
1463,CGINS-DOFSTK-02724,N00086,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML13103-02,Sea-Bird Electronics,SBE 43F,43-2724,,20140128.0,,,,False,False
1464,CGINS-DOFSTK-02725,N00093,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML13103-03,Sea-Bird Electronics,SBE 43F,43-2725,,20140128.0,,,,False,False
1465,CGINS-DOFSTK-02726,N00100,Sensor,0,Dissolved Oxygen Fast Response: DOFST Series K,DOSTA for WFP Coastal ML13103-04,Sea-Bird Electronics,SBE 43F,43-2726,3.35,20140128.0,,,,False,False
