,ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO,RCA,In Asset Tracking
2501,CGINS-PCO2AA-34261,N00552,Sensor,0,pCO2 Air-Sea: PCO2A Series A,PCO2A SERIES A(PCO2ATM-50A),Pro-Oceanus,pCO2-pro,34-261-50A,,,28732.0,,,False,False
2502,CGINS-PCO2AA-35256,A01680,Sensor,0,pCO2 Air-Sea: PCO2A Series A,PCO2A SERIES A,Pro-Oceanus,pCO2-pro,35-256-50A,,20150720.0,28732.0,,,False,False
2503,CGINS-PCO2AA-35257,A01681,Sensor,0,pCO2 Air-Sea: PCO2A Series A,PCO2A SERIES A,Pro-Oceanus,pCO2-pro,35-257-50A,,20150720.0,28732.0,,,False,False
2504,CGINS-PCO2AA-35258,A01682,Sensor,0,pCO2 Air-Sea: PCO2A Series A,PCO2A SERIES A,Pro-Oceanus,pCO2-pro,35-258-50A,,20150720.0,28732.0,,,False,False
2505,CGINS-PCO2AA-35259,A01683,Sensor,0,pCO2 Air-Sea: PCO2A Series A,PCO2A SERIES A,Pro-Oceanus,pCO2-pro,35-259-50A,,20150720.0,28732.0,,,False,False
2513,CGINS-PCO2WB-C0052,A00073,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0052,,20120924.0,20600.0,,,False,False
2514,CGINS-PCO2WB-C0053,A00074,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0053,,20120924.0,20600.0,,,False,False
2515,CGINS-PCO2WB-C0061,A00258,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0061,,20130308.0,20517.0,,,False,False
2516,CGINS-PCO2WB-C0062,A00259,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0062,,20130308.0,20517.0,,,False,False
2517,CGINS-PCO2WB-C0063,A00260,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0063,,20130308.0,20517.0,,,False,False
2521,CGINS-PCO2WB-C0081,A00628,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0081,,20140110.0,20208.3,,,False,False
2522,CGINS-PCO2WB-C0082,A00800,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B(SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0082,,20140303.0,17942.3,,,False,False
2523,CGINS-PCO2WB-C0083,A00798,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0083,,20140212.0,17942.3,,,False,False
2524,CGINS-PCO2WB-C0084,A01041,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0084,,20140212.0,20208.3,,,False,False
2525,CGINS-PCO2WB-C0085,A01064,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0085,,20140212.0,20208.3,,,False,False
2526,CGINS-PCO2WB-C0089,A01044,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0089,,20140424.0,17792.56,,,False,False
2527,CGINS-PCO2WB-C0090,A01045,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0090,,20140424.0,17792.56,,,False,False
2535,CGINS-PCO2WB-C0118,A01647,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B,Sunburst Sensors,SAMI-pCO2,C0118,,20150406.0,20948.5,,,False,False
2536,CGINS-PCO2WB-C0119,A01648,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B,Sunburst Sensors,SAMI-pCO2,C0119,,20150406.0,20948.5,,,False,False
2537,CGINS-PCO2WB-C0126,N00667,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI CO2),Sunburst Sensors,SAMI-pCO2,C0126,,20150810.0,28732.0,,,False,False
2541,CGINS-PCO2WB-C0147,OL000434,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0147,,,,SAMI-CO2,,False,False
2564,CGINS-PHSEND-P0072,A00249,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0072,,20121105.0,18375.0,,,False,False
2565,CGINS-PHSEND-P0083,A00261,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0083,,20130312.0,17419.25,,,False,False
2566,CGINS-PHSEND-P0084,A00250,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0084,,20130225.0,9372.5,,,False,False
2567,CGINS-PHSEND-P0085,A00262,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0085,,20130312.0,17419.25,,,False,False
2568,CGINS-PHSEND-P0086,A00266,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0086,,20130314.0,17419.25,,,False,False
2570,CGINS-PHSEND-P0088,A00263,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0088,,20130312.0,17419.25,,,False,False
2577,CGINS-PHSEND-P0118,A00661,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0118,,20140128.0,17479.95,,,False,False
2578,CGINS-PHSEND-P0119,A00797,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D(SAMI-PH),Sunburst Sensors,SAMI-pH,P0119,,20140212.0,17479.95,,,False,False
2579,CGINS-PHSEND-P0120,A00649,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0120,,20140121.0,17479.95,,,False,False
2580,CGINS-PHSEND-P0121,A00650,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0121,,20140121.0,17479.95,,,False,False
2581,CGINS-PHSEND-P0122,A00660,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0122,,20140127.0,17479.95,,,False,False
2582,CGINS-PHSEND-P0123,A01042,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0123,,20140212.0,17479.95,,,False,False
2583,CGINS-PHSEND-P0124,A00662,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0124,,20140128.0,17479.95,,,False,False
2584,CGINS-PHSEND-P0125,A00799,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0125,,20140220.0,17479.95,,,False,False
2585,CGINS-PHSEND-P0132,A01046,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0132,,20140425.0,18003.4,,,False,False
2590,CGINS-PHSEND-P0159,A01426,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D,Sunburst Sensors,SAMI-pH,P0159,,20150518.0,18054.0,,,False,False
2591,CGINS-PHSEND-P0160,A01427,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D,Sunburst Sensors,SAMI-pH,P0160,,20150518.0,18054.0,,,False,False
2592,CGINS-PHSEND-P0166,,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0166,,,,,,False,False
2593,CGINS-PHSEND-P0167,A01746,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D,Sunburst Sensors,SAMI-pH,P0167,,20150831.0,18504.0,,,False,False
2594,CGINS-PHSEND-P0168,OL000433,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D,Sunburst Sensors,SAMI-pH,P0168,,,,SAMI PH,,False,False
2595,CGINS-PHSEND-P0170,N00524,Sensor,0,Seawater pH: PHSEN Series D,PHSEN (SERIES E),Sunburst Sensors,SAMI-pH,P0170,,,19510.5,,,False,False
2596,CGINS-PHSEND-P0185,OL000322,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D,Sunburst Sensors,SAMI-pH,P00185,,,,,,False,False
2597,CGINS-PHSEND-P0187,OL000435,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D,Sunburst Sensors,SAMI-pH,P0187,,,,SAMI PH,,False,False
2630,CGINS-PRESFA-01328,A00052,Sensor,0,Seafloor Pressure: PRESF Series A,PRESF SERIES B (26 PLUS),Sea-Bird Electronics,SBE 26plus,26P-1328,,20120405.0,13450.0,,,False,False
2631,CGINS-PRESFA-01351,A00248,Sensor,0,Seafloor Pressure: PRESF Series A,PRESF SERIES A (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1351,,20130123.0,13450.0,,,False,False
2632,CGINS-PRESFA-01382,A01011,Sensor,0,Seafloor Pressure: PRESF Series A,PRESF SERIES A (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1382,,20130123.0,13850.0,,,False,False
2633,CGINS-PRESFA-01383,A01014,Sensor,0,Seafloor Pressure: PRESF Series A,PRESF SERIES A (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1383,,20130123.0,13850.0,,,False,False
2634,CGINS-PRESFA-01391,N00674,Sensor,0,Seafloor Pressure: PRESF Series A,PRESF SERIES A (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1391,,,14300.0,,,False,False
2637,CGINS-PRESFB-01384,A01012,Sensor,0,Seafloor Pressure: PRESF Series B,PRESF SERIES B (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1384,,20130123.0,13850.0,,,False,False
2641,CGINS-PRESFB-01396,N00680,Sensor,0,Seafloor Pressure: PRESF Series B,PRESF SERIES B (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1396,,,14300.0,,,False,False
2642,CGINS-PRESFB-01397,,Sensor,0,Seafloor Pressure: PRESF Series B,PRESF SERIES B (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1397,,,14300.0,,,False,False
2643,CGINS-PRESFB-01400,A01187,Sensor,0,Seafloor Pressure: PRESF Series B,PRESF SERIES B (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1400,,20150604.0,14300.0,,,False,False
2644,CGINS-PRESFC-01385,A01013,Sensor,0,Seafloor Pressure: PRESF Series C,PRESF SERIES C (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1385,,20130123.0,13850.0,,,False,False
2646,CGINS-PRESFC-01398,N00683,Sensor,0,Seafloor Pressure: PRESF Series C,PRESF SERIES C (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1398,,,14300.0,,,False,False
2647,CGINS-PRESFC-01399,,Sensor,0,Seafloor Pressure: PRESF Series C,PRESF SERIES C (26PLUS),Sea-Bird Electronics,SBE 26plus,26P-1399,,,14300.0,,,False,False
2652,CGINS-SPKIRB-00231,A00094,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),231,,20121119.0,12682.0,,,False,False
2653,CGINS-SPKIRB-00232,A00095,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),232,,20121119.0,12682.0,,,False,False
2657,CGINS-SPKIRB-00241,A00434,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),241,,20130913.0,12682.0,,,False,False
2658,CGINS-SPKIRB-00242,A00435,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),242,,20130913.0,12682.0,,,False,False
2659,CGINS-SPKIRB-00243,A00436,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),243,,20130913.0,12682.0,,,False,False
2660,CGINS-SPKIRB-00248,A00663,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),248,,20140128.0,13316.36,,,False,False
2661,CGINS-SPKIRB-00249,A00664,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),249,,20140128.0,13316.36,,,False,False
2662,CGINS-SPKIRB-00250,A00665,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),250,,20140128.0,13316.36,,,False,False
2663,CGINS-SPKIRB-00254,A00693,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),254,,20140218.0,13316.72,,,False,False
2664,CGINS-SPKIRB-00255,A00694,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),255,,20140218.0,13316.36,,,False,False
2677,CGINS-SPKIRB-00294,A01675,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),294,,20150716.0,13982.12,,,False,False
2678,CGINS-SPKIRB-00295,A01676,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),295,,20150716.0,13982.12,,,False,False
2679,CGINS-SPKIRB-00296,A01677,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),296,,20150716.0,13982.12,,,False,False
2680,CGINS-SPKIRB-00297,A01678,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),297,,20150716.0,13982.12,,,False,False
2681,CGINS-SPKIRB-00298,A01679,Sensor,0,Spectral Irradiance: SPKIR Series B,SPKIR SERIES B (OCR507-ICSW),Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),298,,20150716.0,13982.12,,,False,False
2686,CGINS-SPKIRJ-00237,N00592,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-001,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),237,,20130630.0,13316.36,,Oregon State University,False,False
2687,CGINS-SPKIRJ-00252,OL000614,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-006,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),252,,20140929.0,13316.36,also N00600,Oregon State University,False,False
2688,CGINS-SPKIRJ-00263,N00568,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-004,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),263,,20140801.0,13316.36,,,False,False
2689,CGINS-SPKIRJ-00264,N00584,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-002,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),264,,20140630.0,13316.36,,Oregon State University,False,False
2690,CGINS-SPKIRJ-00265,N00560,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-005,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),265,,20140801.0,13316.36,,,False,False
2691,CGINS-SPKIRJ-00266,N00576,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-003,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),266,,20140616.0,13316.36,,Oregon State University,False,False
2692,CGINS-SPKIRJ-00281,,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-007,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),281,,20161230.0,,,Oregon State University,False,False
2693,CGINS-SPKIRJ-00282,,Sensor,0,Spectral Irradiance: SPKIR Series J,SPKIR for WLP-008,Satlantic,OCR507 ICSW w/ Bioshutter II (Midrange),282,,20161230.0,,,Oregon State University,False,False
2694,CGINS-VEL3DC-08181,A00060,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series C,VEL3D SERIES C (VECTOR),Nortek,VECTOR,8181,,20120828.0,15960.0,,,False,False
2695,CGINS-VEL3DC-12587,A01621,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series C,VEL3D SERIES C (VECTOR W/PROLO,Nortek,VECTOR,12587,,20150430.0,16605.0,,,False,False
2696,CGINS-VEL3DC-12595,A01622,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series C,VEL3D SERIES C (VECTOR W/PROLO,Nortek,VECTOR,12595,,20150430.0,16605.0,,,False,False
2697,CGINS-VEL3DD-08158,A00247,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLOG),Nortek,VECTOR,8158,,20130109.0,19515.0,,,False,False
2698,CGINS-VEL3DD-09668,A00061,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLOG),Nortek,VECTOR,9668,,20120913.0,19515.0,,,False,False
2699,CGINS-VEL3DD-11084,A01028,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLOG),Nortek,VECTOR,11084,,20140303.0,19089.0,,,False,False
2700,CGINS-VEL3DD-11090,A01027,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLOG),Nortek,VECTOR,11090,,20140303.0,19089.0,,,False,False
2701,CGINS-VEL3DD-11707,A01029,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLOG),Nortek,VECTOR,11707,,20140303.0,19089.0,,,False,False
2702,CGINS-VEL3DD-11710,A01030,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLOG),Nortek,VECTOR,11710,,20140303.0,19089.0,,,False,False
2703,CGINS-VEL3DD-12264,A01619,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLO,Nortek,VECTOR,12264,,20141120.0,19471.0,,,False,False
2704,CGINS-VEL3DD-12266,A01620,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLO,Nortek,VECTOR,12266,,20141120.0,19471.0,,,False,False
2705,CGINS-VEL3DD-12604,A01624,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLO,Nortek,VECTOR,12604,,20150430.0,19471.0,,,False,False
2706,CGINS-VEL3DD-12607,A01623,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series D,VEL3D SERIES D (VECTOR W/PROLO,Nortek,VECTOR,12607,,20150430.0,19471.0,,,False,False
2707,CGINS-VEL3DK-00003,N00013,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12936-01,Nortek,Aquadopp,100003,,20130122.0,,,,False,False
2708,CGINS-VEL3DK-00011,N00076,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12991-05,Nortek,Aquadopp,100011,,20130510.0,,,,False,False
2709,CGINS-VEL3DK-00012,N00006,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12714-01,Nortek,Aquadopp,100012,,20110617.0,,,,False,False
2710,CGINS-VEL3DK-00013,N00041,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12991-02,Nortek,Aquadopp,100013,,20150604.0,,,,False,False
2711,CGINS-VEL3DK-00014,N00055,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12991-03,Nortek,Aquadopp,100014,,20130426.0,,,,False,False
2712,CGINS-VEL3DK-00015,N00027,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12991-01,Nortek,Aquadopp,100015,,20150713.0,92259.49,,,False,False
2713,CGINS-VEL3DK-00017,N00069,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12991-04,Nortek,Aquadopp,100017,,20130510.0,,,,False,False
2714,CGINS-VEL3DK-00022,N00020,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML12936-01,Nortek,Aquadopp,100022,,20130122.0,,,,False,False
2715,CGINS-VEL3DK-00033,N00104,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML13103-04,Nortek,Aquadopp,100033,,20140128.0,,,,False,False
2716,CGINS-VEL3DK-00034,N00111,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML13103-05,Nortek,Aquadopp,100034,,20140128.0,,,,False,False
2717,CGINS-VEL3DK-00035,N00083,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML13103-01,Nortek,Aquadopp,100035,,20140128.0,,,,False,False
2718,CGINS-VEL3DK-00036,N00097,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML13103-03,Nortek,Aquadopp,100036,,20140128.0,,,,False,False
2719,CGINS-VEL3DK-00037,N00090,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML13103-02,Nortek,Aquadopp,100037,,20140128.0,,,,False,False
2720,CGINS-VEL3DK-00212,,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,,Nortek,Aquadopp,100212,,,,,,False,False
2721,CGINS-VEL3DK-00468,,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,,Nortek,Aquadopp,100468,,20170627.0,,,Woods Hole Oceanographic Institution,False,False
2722,CGINS-VEL3DK-00470,,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,,Nortek,Aquadopp,100470,,20170627.0,,,Woods Hole Oceanographic Institution,False,False
2723,CGINS-VEL3DK-00475,,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series K,VEL3D for WFP Coastal ML14378-01,Nortek,Aquadopp,100475,,20170907.0,,,Oregon State University,False,False
2724,CGINS-VEL3DL-01024,N00607,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for ML12936-02,Falmouth Scientific,ACM-Plus,1024,,20130320.0,,,,False,False
2725,CGINS-VEL3DL-01025,N00173,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,3-D Single Point Velocity Meter,Falmouth Scientific,ACM-Plus,1025,,,,,,False,False
2726,CGINS-VEL3DL-01026,N00615,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for ML12997-01,Falmouth Scientific,ACM-Plus,1026,,20130320.0,,,,False,False
2727,CGINS-VEL3DL-01108,OL000581,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D Series L,Falmouth Scientific,ACM-Plus,1108,,,,,,False,False
2728,CGINS-VEL3DL-01109,N00116,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for WFP Coastal ML13104-01,Falmouth Scientific,ACM-Plus,1109-ML13104-01D,,20140115.0,,,,False,False
2729,CGINS-VEL3DL-01110,N00130,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for WFP Coastal ML13104-04,Falmouth Scientific,ACM-Plus,1110-ML13104-04D,,20140925.0,,,,False,False
2730,CGINS-VEL3DL-01115,N00619,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for ML13104-03,Falmouth Scientific,ACM-Plus,1115,,20140115.0,,,,False,False
2731,CGINS-VEL3DL-01116,N00659,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for WFP Coastal ML13104-05,Falmouth Scientific,ACM-Plus,1116,,20140402.0,,,,False,False
2732,CGINS-VEL3DL-01117,N00169,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for WFP Coastal ML13104-06,Falmouth Scientific,ACM-Plus,1117-ML13104-04D,,20140925.0,,,,False,False
2733,CGINS-VEL3DL-01118,N00663,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for WFP Coastal ML13104-07,Falmouth Scientific,ACM-Plus,1118,,20140925.0,,,,False,False
2734,CGINS-VEL3DL-01253,OL000044,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D Series L,Falmouth Scientific,ACM-Plus,1253,,,,,,False,False
2735,CGINS-VEL3DL-01254,OL000056,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D Series L,Falmouth Scientific,ACM-Plus,1254,,,,,,False,False
2736,CGINS-VEL3DL-01255,OL000053,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D Series L,Falmouth Scientific,ACM-Plus,1255,,,,,,False,False
2737,CGINS-VEL3DL-01256,OL000040,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D Series L,Falmouth Scientific,ACM-Plus,1256,,,,,,False,False
2738,CGINS-VEL3DL-13551,N00611,Sensor,0,3-D Single Point Velocity Meter: VEL3D Series L,VEL3D for ML13104-02,Falmouth Scientific,ACM-Plus,A13551,,20140115.0,,,,False,False
2739,CGINS-VELPTA-06325,A00579,Sensor,0,Single Point Velocity Meter: VELPT Series A,VELPT SERIES A (AQUADOPP 300M),Nortek,Aquadopp,AQD 6325,,20130916.0,8500.0,,,False,False
2740,CGINS-VELPTA-06326,A00580,Sensor,0,Single Point Velocity Meter: VELPT Series A,VELPT SERIES A (AQUADOPP 300M),Nortek,Aquadopp,AQD 6326,,20130916.0,8500.0,,,False,False
2741,CGINS-VELPTA-06327,A00578,Sensor,0,Single Point Velocity Meter: VELPT Series A,VELPT SERIES A (AQUADOPP 300M),Nortek,Aquadopp,AQD 6327,,20130916.0,8500.0,,,False,False
2742,CGINS-VELPTA-08381,A00236,Sensor,0,Single Point Velocity Meter: VELPT Series A,VELPT SERIES A (AQUADOPP 300M),Nortek,Aquadopp,AQD 8381,,20121217.0,8500.0,,,False,False
2743,CGINS-VELPTA-08399,A00238,Sensor,0,Single Point Velocity Meter: VELPT Series A,VELPT SERIES A (AQUADOPP 300M),Nortek,Aquadopp,AQD 8399,,20121217.0,8500.0,,,False,False
2745,CGINS-VELPTA-08535,A00239,Sensor,0,Single Point Velocity Meter: VELPT Series A,VELPT SERIES A (AQUADOPP 300M),Nortek,Aquadopp,AQD 8535,,20121217.0,8500.0,,,False,False
