OOIBARCODE,Manufacturer,Manufacturer's Serial No./Other Identifier,Tag Date,Organization,Tag
A00909,SEA-BIRD ELECTRONICS,37-12309,20140722,WHOI,116613
A00910,SEA-BIRD ELECTRONICS,37-12310,20140722,WHOI,116614
A00911,SEA-BIRD ELECTRONICS,37-12311,20140722,WHOI,116615
A00912,SEA-BIRD ELECTRONICS,37-12386,20140722,WHOI,
A00913,SEA-BIRD ELECTRONICS,37-12387,20140722,WHOI,116617
A00914,SEA-BIRD ELECTRONICS,37-12388,20140722,WHOI,116618
A00915,SEA-BIRD ELECTRONICS,37-12389,20140722,WHOI,116619
A00916,Sunburst Sensors,P0138,20140730,WHOI,116623
A00917,Sunburst Sensors,P0140,20140801,WHOI,116624
A00918,EdgeTech,TASETN49311,20140801,WHOI,116625
A00919,EdgeTech,TASETN49312,20140801,WHOI,116626
A00920,SEA-BIRD ELECTRONICS,37-12312,20140722,WHOI,116627
A00921,SEA-BIRD ELECTRONICS,37-12313,20140722,WHOI,116628
A00922,SEA-BIRD ELECTRONICS,37-12370,20140722,WHOI,116629
A00923,SEA-BIRD ELECTRONICS,37-12371,20140722,WHOI,116630
A00924,SEA-BIRD ELECTRONICS,37-12372,20140722,WHOI,116631
A00925,SEA-BIRD ELECTRONICS,37-12374,20140722,WHOI,116632
A00926,SEA-BIRD ELECTRONICS,37-12333,20140722,WHOI,116633
A00927,SEA-BIRD ELECTRONICS,37-12336,20140722,WHOI,116634
A00928,SEA-BIRD ELECTRONICS,37-12337,20140722,WHOI,116635
A00929,SEA-BIRD ELECTRONICS,37-12377,20140722,WHOI,116636
A00930,SEA-BIRD ELECTRONICS,37-12332,20140722,WHOI,116637
A00931,SEA-BIRD ELECTRONICS,37-12331,20140722,WHOI,116638
A00932,SEA-BIRD ELECTRONICS,37-12314,20140722,WHOI,116639
A00933,SEA-BIRD ELECTRONICS,37-12330,20140722,WHOI,116640
A00934,SEA-BIRD ELECTRONICS,37-12375,20140722,WHOI,116641
A00935,SEA-BIRD ELECTRONICS,37-12376,20140722,WHOI,116642
A00936,SEA-BIRD ELECTRONICS,37-12400,20140722,WHOI,116643
A00937,SEA-BIRD ELECTRONICS,37-12401,20140722,WHOI,116644
A00938,SEA-BIRD ELECTRONICS,37-12402,20140722,WHOI,116645
A00939,SEA-BIRD ELECTRONICS,37-12403,20140722,WHOI,116646
A00940,SEA-BIRD ELECTRONICS,37-12378,20140722,WHOI,116647
A00941,SEA-BIRD ELECTRONICS,37-12379,20140722,WHOI,116648
A00942,SEA-BIRD ELECTRONICS,37-12396,20140722,WHOI,116649
A00943,SEA-BIRD ELECTRONICS,37-12404,20140722,WHOI,116650
A00944,SEA-BIRD ELECTRONICS,37-12405,20140722,WHOI,116651
A00945,SEA-BIRD ELECTRONICS,37-12406,20140722,WHOI,116652
A00946,SEA-BIRD ELECTRONICS,37-12407,20140722,WHOI,116653
A00947,SEA-BIRD ELECTRONICS,37-12408,20140722,WHOI,116654
A00948,SEA-BIRD ELECTRONICS,37-12409,20140722,WHOI,116655
A00949,SEA-BIRD ELECTRONICS,37-12410,20140722,WHOI,116656
A00950,SEA-BIRD ELECTRONICS,37-12411,20140722,WHOI,116657
A00951,SEA-BIRD ELECTRONICS,37-12412,20140722,WHOI,116658
A00952,SEA-BIRD ELECTRONICS,37-12413,20140722,WHOI,116659
A00953,SEA-BIRD ELECTRONICS,37-12414,20140722,WHOI,116660
A00954,SEA-BIRD ELECTRONICS,37-12394,20140722,WHOI,116661
A00955,SEA-BIRD ELECTRONICS,37-12395,20140722,WHOI,116662
A00956,SEA-BIRD ELECTRONICS,37-12392,20140722,WHOI,116663
A00957,SEA-BIRD ELECTRONICS,37-12393,20140722,WHOI,116664
A00958,SEA-BIRD ELECTRONICS,37-12385,20140722,WHOI,116665
A00959,SEA-BIRD ELECTRONICS,37-12384,20140722,WHOI,116666
A00960,SEA-BIRD ELECTRONICS,37-12391,20140722,WHOI,116667
A00961,SEA-BIRD ELECTRONICS,37-12390,20140722,WHOI,116668
A00962,TELEDYNE,469,20140804,WHOI,116669
A00963,TELEDYNE,470,20140804,WHOI,116670
A00964,TELEDYNE,477,20140804,WHOI,116671
A00965,TELEDYNE,478,20140804,WHOI,116672
A00966,TELEDYNE,484,20140813,WHOI,116673
A00967,TELEDYNE,485,20140813,WHOI,116674
A00968,AXYS Technologies,TAS05781,20140812,WHOI,116676
A00969,AXYS Technologies,TAS05791,20140812,WHOI,116677
A00970,Sunburst Sensors,P0141,20140811,WHOI,116675
A00971,Sunburst Sensors,P0142,20140811,WHOI,116678
A00972,Sunburst Sensors,P0143,20140811,WHOI,116679
A00973,Sunburst Sensors,P0144,20140811,WHOI,116680
A00974,EdgeTech,ETN48296,20140818,WHOI,116681
A00975,EdgeTech,ETN48299,20140818,WHOI,116682
A00976,SATLANTIC,TAS273,20150604,WHOI,116684
A00977,SATLANTIC,TAS274,20150604,WHOI,116685
A00978,SATLANTIC,275,20140815,WHOI,116686
A00979,SATLANTIC,276,20140815,WHOI,116687
A00980,,,,,
A00981,,,,,
A00982,,,,,
A00983,,,,,
A00984,,,,,
A00985,,,,,
A00986,,,,,
A00987,,,,,
A00988,EdgeTech,48512,20140314,WHOI,116708
A00989,EdgeTech,48512,20140314,WHOI,116709
A00990,,,,,
A00991,EdgeTech,48512,20140314,WHOI,116711
A00992,Wet Labs,1212,20140821,WHOI,116718
A00993,Wet Labs,1218,20140821,WHOI,116719
A00994,Wet Labs,1221,20150604,WHOI,116720
A00995,Wet Labs,1222,20140821,WHOI,116721
A00996,Wet Labs,ACS-185,20150604,WHOI,116722
A00997,PRO-OCEANUS,TAS 34-222-50A,20150604,WHOI,116730
A00998,PRO-OCEANUS,34-223-50A,20140908,WHOI,116731
A00999,Sunburst Sensors,C0096,20150604,WHOI,116734
A01000,Sunburst Sensors,C0097,20150604,WHOI,116735
A01001,Wet Labs,3286,20140917,WHOI,116738
A01002,Wet Labs,3292,20140917,WHOI,116739
A01003,Wet Labs,3304,20140917,WHOI,116740
A01004,Wet Labs,TAS3369,20140917,WHOI,116741
A01005,Wet Labs,TAS3381,20140917,WHOI,116742
A01006,Wet Labs,TAS3382,20140917,WHOI,116743
A01007,Wet Labs,TAS3417,20140917,WHOI,116744
A01008,Wet Labs,TAS3418,20140917,WHOI,116745
A01009,Sunburst Sensors,C0098,20150604,WHOI,116746
A01010,TELEDYNE,486,20140825,WHOI,
A01011,SEA-BIRD ELECTRONICS,26P76848-1382,20130123,WHOI,116748
A01012,SEA-BIRD ELECTRONICS,26P76848-1384,20130123,WHOI,116749
A01013,SEA-BIRD ELECTRONICS,26P76848-1385,20130123,WHOI,116750
A01014,SEA-BIRD ELECTRONICS,26P76848-1383,20130123,WHOI,116751
A01015,NORTEK,11774,20130916,WHOI,116752
A01016,NORTEK,11789,20130916,WHOI,116753
A01017,NORTEK,11775,20130916,WHOI,116754
A01018,NORTEK,11780,20130916,WHOI,116755
A01019,NORTEK,11786,20130916,WHOI,116756
A01020,NORTEK,11787,20130916,WHOI,116757
A01021,NORTEK,11748,20130916,WHOI,A01021
A01022,NORTEK,11790,20130916,WHOI,A01022
A01023,NORTEK,11814,20130916,WHOI,A01023
A01024,NORTEK,11820,20130916,WHOI,A01024
A01025,NORTEK,11823,20130916,WHOI,A01025
A01026,AXYS Technologies,5771,20140204,WHOI,A01026
A01027,NORTEK,11090,20140303,WHOI,A01027
A01028,NORTEK,11084,20140303,WHOI,A01028
A01029,NORTEK,11707,20140303,WHOI,A01029
A01030,NORTEK,11710,20140303,WHOI,A01030
A01031,SEA-BIRD ELECTRONICS,16-50010,20140224,WHOI,A01031
A01032,SEA-BIRD ELECTRONICS,16-50011,20140224,WHOI,A01032
A01033,SEA-BIRD ELECTRONICS,16-50012,20140224,WHOI,A01033
A01034,SEA-BIRD ELECTRONICS,16-50015,20140224,WHOI,A01034
A01035,SEA-BIRD ELECTRONICS,16-50006,20140224,WHOI,A01035
A01036,SEA-BIRD ELECTRONICS,16-50007,20140224,WHOI,A01036
A01037,SEA-BIRD ELECTRONICS,16-50009,20140224,WHOI,A01037
A01038,SEA-BIRD ELECTRONICS,16-50005,20140224,WHOI,A01038
A01039,SEA-BIRD ELECTRONICS,16-50013,20140224,WHOI,A01039
A01040,SEA-BIRD ELECTRONICS,16-50007,20140224,WHOI,A01040
A01041,Sunburst Sensors,C0084,20140212,WHOI,A01041
A01042,Sunburst Sensors,P0123,20140212,WHOI,A01042
A01043,Sunburst Sensors,P0146,20140919,WHOI,A01043
A01044,Sunburst Sensors,C0089,20140424,WHOI,A01044
A01045,Sunburst Sensors,C0090,20140424,WHOI,A01045
A01046,Sunburst Sensors,P0132,20140425,WHOI,A01046
A01047,PRO-OCEANUS,33-198-50A,20140327,WHOI,A01047
A01048,PRO-OCEANUS,33-199-50A,20140327,WHOI,A01048
A01049,PRO-OCEANUS,33-196-50A,20140327,WHOI,A01049
A01050,PRO-OCEANUS,33-197-50A,20140327,WHOI,A01050
A01051,TELEDYNE RDI,21517,20140506,WHOI,A01051
A01052,TELEDYNE RDI,21522,20140506,WHOI,A01052
A01053,TELEDYNE RDI,22115,20140506,WHOI,A01053
A01054,TELEDYNE RDI,22115,20140909,WHOI,A01054
A01055,TELEDYNE RDI,22114,20140909,WHOI,A01055
A01056,Wet Labs,ACS-182,20140711,WHOI,A01056
A01057,Wet Labs,ACS-169,20140424,WHOI,A01057
A01058,Wet Labs,ACS-179,20140725,WHOI,A01058
A01059,Wet Labs,ACS-184,20140725,WHOI,A01059
A01060,Wet Labs,ACS-171,20140820,WHOI,A01060
A01061,Kongsberg Underwater Technology Inc,S/N 1,20140423,WHOI,116798
A01062,Kongsberg Underwater Technology Inc,S/N 2,20140423,WHOI,116799
A01063,TELEDYNE RDI,21498,20130424,WHOI,116800
A01064,Sunburst Sensors,C0085,20140212,WHOI,116802
A01065,Wet Labs,ACS-187,20141024,WHOI,116803
A01066,SATLANTIC,272,20140922,WHOI,116804
A01067,SATLANTIC,273,20140924,WHOI,116805
A01068,NORTEK,AQD12234,20150604,WHOI,116806
A01069,NORTEK,AQD 12231,20140927,WHOI,116807
A01070,NORTEK,AQD 12229,20140926,WHOI,116808
A01071,NORTEK,AQD 12224,20140927,WHOI,116809
A01072,NORTEK,AQD 12203,20150604,WHOI,116810
A01073,Kongsberg Underwater Technology Inc,S/N 3,20140423,WHOI,116811
A01074,DISA,89-88-169-312-003-534-603,20140814,WHOI,116812
A01075,DISA,89-88-169-312-003-534-611,20140814,WHOI,116813
A01076,DISA,89-88-169-312-003-534-629,20140814,WHOI,116814
A01077,DISA,89-88-169-312-003-534-686,20150623,WHOI,116815
A01078,DISA,89-88-169-312-003-534-694,20150707,WHOI,116816
A01079,DISA,89-88-169-312-003-534-702,20140826,WHOI,116817
A01080,MCLANE,ML12774-01,20140925,WHOI,116818
A01081,MCLANE,ML13104-04,20140925,WHOI,116819
A01082,MCLANE,ML13104-06,20140925,WHOI,116820
A01083,MCLANE,ML13104-07,20140925,WHOI,116821
A01084,Wet Labs,ACS-189,20150604,WHOI,116822
A01085,PP SYSTEMS,TAS141004,20140304,WHOI,116823
A01086,PP SYSTEMS,TAS141005,20150604,WHOI,116824
A01088,PP SYSTEMS,TAS141009,20140304,WHOI,116825
A01089,PP SYSTEMS,TAS141808,20140304,WHOI,116826
A01089,SEA-BIRD ELECTRONICS,16-50056,20150604,WHOI,116827
A01090,SEA-BIRD ELECTRONICS,16-50055,20140925,WHOI,116828
A01091,SEA-BIRD ELECTRONICS,16-50067,20150604,WHOI,116829
A01092,SEA-BIRD ELECTRONICS,16-50060,20140929,WHOI,116830
A01093,SEA-BIRD ELECTRONICS,16-50061,20140929,WHOI,116831
A01094,SEA-BIRD ELECTRONICS,16-50062,20140929,WHOI,116832
A01095,SEA-BIRD ELECTRONICS,16-50065,20140929,WHOI,116833
A01096,SEA-BIRD ELECTRONICS,16-50059,20140929,WHOI,116834
A01097,WHOI,17,20140929,WHOI,116835
A01098,WHOI,12,20140929,WHOI,116836
A01098,WHOI,12,20140929,WHOI,116836
A01099,WHOI,TAS14,20140929,WHOI,116837
A01100,WHOI,TAS15,20140929,WHOI,116838
A01101,WHOI,TAS10,20150604,WHOI,116839
A01102,EdgeTech,TAS49438,20141001,WHOI,116844
A01103,EdgeTech,TAS49439,20141001,WHOI,116845
A01104,EdgeTech,TAS49440,20141001,WHOI,116846
A01105,EdgeTech,TAS49543,20141001,WHOI,116847
A01106,SEA-BIRD ELECTRONICS,16-50058,20150604,WHOI,116848
A01107,ASL ENVIRONMENTAL,TAS55074,20141007,WHOI,116851
A01108,ASL ENVIRONMENTAL,55077,20141007,WHOI,116852
A01109,ASL ENVIRONMENTAL,55080,20141007,WHOI,116853
A01110,MCLANE,ML13104-05,20140402,WHOI,116854
A01111,Wet Labs,ACS-193,20150604,WHOI,116856
A01112,Wet Labs,ACS-205,20141010,WHOI,116865
A01113,SEA-BIRD ELECTRONICS,37-12585,20141014,WHOI,116869
A01114,SEA-BIRD ELECTRONICS,37-12586,20141014,WHOI,116870
A01115,SEA-BIRD ELECTRONICS,37-12589,20141014,WHOI,116871
A01116,SEA-BIRD ELECTRONICS,37-12590,20141014,WHOI,116872
A01117,SEA-BIRD ELECTRONICS,37-12605,20141014,WHOI,116873
A01118,SEA-BIRD ELECTRONICS,37-12606,20141014,WHOI,116874
A01119,SEA-BIRD ELECTRONICS,37-12607,20141014,WHOI,116875
A01120,SEA-BIRD ELECTRONICS,37-12634,20141014,WHOI,116876
A01121,SEA-BIRD ELECTRONICS,37-12635,20141014,WHOI,116877
A01122,SEA-BIRD ELECTRONICS,37-12636,20141014,WHOI,116878
A01123,SEA-BIRD ELECTRONICS,37-12637,20141014,WHOI,116879
A01124,SEA-BIRD ELECTRONICS,37-12639,20141014,WHOI,116880
A01125,SEA-BIRD ELECTRONICS,37-12567,20141014,WHOI,116883
A01126,SEA-BIRD ELECTRONICS,37-12566,20141014,WHOI,116882
A01127,SEA-BIRD ELECTRONICS,37-12565,20141014,WHOI,116881
A01128,SEA-BIRD ELECTRONICS,37-12568,20141014,WHOI,116884
A01129,SEA-BIRD ELECTRONICS,37-12549,20141014,WHOI,116885
A01130,SEA-BIRD ELECTRONICS,37-12647,20141014,WHOI,116886
A01131,SEA-BIRD ELECTRONICS,37-12649,20141014,WHOI,116887
A01132,SEA-BIRD ELECTRONICS,16-50069,20141016,WHOI,116888
A01133,SEA-BIRD ELECTRONICS,16-50072,20141014,WHOI,116889
A01134,SEA-BIRD ELECTRONICS,16-50073,20141016,WHOI,116890
A01135,SEA-BIRD ELECTRONICS,16-50074,20141016,WHOI,116891
A01136,SEA-BIRD ELECTRONICS,16-50075,20141016,WHOI,116892
A01137,SEA-BIRD ELECTRONICS,16-50076,20141016,WHOI,116893
A01138,SEA-BIRD ELECTRONICS,16-50077,20141017,WHOI,116894
A01139,Wet Labs,TASACS206,20141022,WHOI,116896
A01140,Wet Labs,ACS-207,20141022,WHOI,116897
A01141,SEA-BIRD ELECTRONICS,SN26-1392,20141024,WHOI,116898
A01142,SATLANTIC,270,20150604,WHOI,116899
A01143,SATLANTIC,271,20140924,WHOI,116900
A01144,Aanderaa Instruments,427,20141105,WHOI,116339
A01145,Aanderaa Instruments,428,20141105,WHOI,116340
A01146,SEA-BIRD ELECTRONICS,16-50057,20141027,WHOI,116901
A01147,SEA-BIRD ELECTRONICS,16-50068,20141027,WHOI,116902
A01148,Wet Labs,ACS-209,20141110,WHOI,116903
A01149,AXYS Technologies,5981,20141110,WHOI,116341
A01150,AXYS Technologies,TAS05971,20141029,WHOI,116906
A01151,ASL ENVIRONMENTAL,55075,20141104,,116913
A01152,ASL ENVIRONMENTAL,55076,20141104,WHOI,116914
A01153,ASL ENVIRONMENTAL,55078,20141104,WHOI,116915
A01154,ASL ENVIRONMENTAL,55079,20141104,WHOI,116916
A01155,Sunburst Sensors,C0103,20141117,WHOI,116342
A01156,Sunburst Sensors,C0099,20150604,WHOI,116343
A01157,SUNBURST SENSORS,TASC0100,20141117,WHOI,116344
A01158,WHOI,CE01ISSM-00002,20130218,WHOI,116917
A01159,WHOI,CE06ISSM-00002,20130218,WHOI,116345
A01160,WHOI,CE09OSPM-00002,20130218,WHOI,116346
A01161,,,,,
A01162,,,,,
A01163,,,,,
A01164,,,,,
A01165,,,,,
A01166,,,,,
A01167,,,,,
A01168,,,,,
A01169,,,,,
A01170,,,,,
A01171,,,,,
A01172,,,,,
A01173,,,,,
A01174,,,,,
A01175,,,,,
A01176,,,,,
A01177,,,,,
A01178,,,,,
A01179,,,,,
A01180,,,,,
A01181,Sunburst Sensors,C0104,20141201,WHOI,116939
A01182,Sunburst Sensors,C0105,20141121,WHOI,116940
A01183,Sunburst Sensors,C0106,20141121,WHOI,116941
A01184,Sunburst Sensors,C0108,20141121,WHOI,116942
A01185,EOM OFFSHORE,TAGONSITE,20141125,WHOI,116943
A01186,EOM OFFSHORE,TAGONSITE,20141125,WHOI,116944
A01187,SEA-BIRD ELECTRONICS,26-1400,20150604,WHOI,116909
A01188,SEA-BIRD ELECTRONICS,26P-1401,20141209,WHOI,116910
A01189,TELEDYNE,486,20140825,WHOI,116951
A01190,Wet Labs,ACS-191,20141126,WHOI,116952
A01191,Wet Labs,ACS-208,20151126,WHOI,116953
A01192,Wet Labs,ACS-214,20141126,WHOI,116954
A01193,DISA,89-88-169-312-003-910-282,20140826,WHOI,116956
A01194,DISA,89-88-169-312-003-910-266,20140826,WHOI,116957
A01195,WHOI,CP02PMCI-00002,20130218,WHOI,116955
A01196,WHOI,CP02PMCO-00002,20130218,WHOI,116958
A01197,WHOI,CP02PMUI-00002,20130218,WHOI,116959
A01198,WHOI,CP02PMUO-00003,20130218,WHOI,116960
A01199,WHOI,CP04OSPM-00002,20130218,WHOI,116961
A01200,MULTIQUIP,7150606,20141210,WHOI,116962
A01201,Sunburst Sensors,C0109,20141211,WHOI,116964
A01202,Sunburst Sensors,C0112,20141211,WHOI,116965
A01203,TELEDYNE WEBB RESEARCH,496,20141212,WHOI,116967
A01204,SEA-BIRD ELECTRONICS,37-12938,20141215,WHOI,116970
A01205,SEA-BIRD ELECTRONICS,37-12935,20141215,WHOI,116971
A01206,SEA-BIRD ELECTRONICS,37-12936,20141215,WHOI,116972
A01207,SEA-BIRD ELECTRONICS,37-12937,20141215,WHOI,116973
A01208,SEA-BIRD ELECTRONICS,37-12934,20141215,WHOI,116974
A01209,SEA-BIRD ELECTRONICS,37-12939,20141215,WHOI,116975
A01210,SEA-BIRD ELECTRONICS,37-12940,20141215,WHOI,116976
A01211,DISA,89-88-169-312-003-534-637,20140911,WHOI,116969
A01212,DISA,89-88-169-312-003-534-678,20140911,WHOI,116977
A01213,DISA,89-88-169-312-003-910-274,20141124,WHOI,116978
A01214,DISA,89-88-169-312-003-910-290,20141212,WHOI,116979
A01215,DISA,89-88-169-312-003-910-308,20141212,WHOI,116980
A01216,PRO-OCEANUS,34-231-50A,20150604,WHOI,116985
A01217,TELEDYNE WEBB RESEARCH,493,20141120,WHOI,116986
A01218,TELEDYNE WEBB RESEARCH,495,20141120,WHOI,116987
A01219,TELEDYNE WEBB RESEARCH,494,20141120,WHOI,116988
A01220,TELEDYNE RDI,22672,20141217,WHOI,116989
A01221,TELEDYNE RDI,22642,20150604,WHOI,116990
A01222,TELEDYNE WEBB RESEARCH,514,20141223,WHOI,116994
A01223,TELEDYNE WEBB RESEARCH,515,20141223,WHOI,116995
A01224,Sunburst Sensors,C0107,20141213,WHOI,116996
A01225,TELEDYNE ODI,WHO009011,20141224,WHOI,117000
A01226,TELEDYNE ODI,WHOO9012,20141224,WHOI,117001
A01227,Sunburst Sensors,C0110,20150105,WHOI,117009
A01228,Sunburst Sensors,C0113,20150105,WHOI,117010
A01229,Wet Labs,1197,20140714,WHOI,
A01230,PRO-OCEANUS,34-232-50A,20150107,WHOI,117012
A01231,PRO-OCEANUS,34-233-50A,20140107,WHOI,117013
A01232,PRO-OCEANUS,34-229-50A,20150604,WHOI,117014
A01233,PRO-OCEANUS,34-230-50A,20150108,WHOI,117018
A01234,Aanderaa Instruments,410,20150604,WHOI,117027
A01235,Aanderaa Instruments,412,20150604,WHOI,117028
A01236,Aanderaa Instruments,413,20141027,WHOI,117029
A01237,Aanderaa Instruments,415,20141027,WHOI,117030
A01238,AANDERRAA INSTRUMENTS,422,20141027,WHOI,117031
A01239,EOM,TAS053,20150123,WHOI,117033
A01240,EOM,TAS057,20150123,WHOI,117034
A01241,EOM,TAS059,20150123,WHOI,117035
A01242,TELEDYNE RDI,22865,20150204,WHOI,117038
A01243,TELEDYNE RDI,22649,20150127,WHOI,117039
A01244,TELEDYNE RDI,22814,20150127,WHOI,117040
A01245,TELEDYNE RDI,22816,20150127,WHOI,117041
A01246,TELEDYNE RDI,22717,20150127,WHOI,117042
A01247,TELEDYNE RDI,22808,20150127,WHOI,117043
A01248,TELEDYNE RDI,22809,20150127,WHOI,117044
A01249,DISA,89-88-169-312-003-910-316,20141212,WHOI,117052
A01250,DISA,89-88-169-312-003-942-087,20150212,WHOI,117053
A01251,DISA,89-88-169-312-003-942-079,20150212,WHOI,117054
A01252,DISA,89-88-169-312-003-940-602,20150212,WHOI,117055
A01253,EdgeTech,50159,20150220,WHOI,117059
A01254,EdgeTech,50160,20150220,WHOI,117060
A01255,EdgeTech,50161,20150220,WHOI,117061
A01256,EdgeTech,50162,20150220,WHOI,117062
A01257,EdgeTech,50163,20150220,WHOI,117063
A01258,EdgeTech,50164,20150202,WHOI,117064
A01259,EdgeTech,50165,20140220,WHOI,117065
A01260,EdgeTech,50166,20140220,WHOI,117066
A01261,STAR ENGINEERING,BPR260,20140227,WHOI,117073
A01262,STAR ENGINEERING,BPR261,20140227,WHOI,117074
A01263,STAR ENGINEERING,BPR262,20140227,WHOI,117075
A01264,STAR ENGINEERING,BPR263,20140227,WHOI,117076
A01265,STAR ENGINEERING,BPR264,20140227,WHOI,117077
A01266,SEA-BIRD ELECTRONICS,37-12754,20141214,WHOI,117078
A01267,SEA-BIRD ELECTRONICS,37-12755,20141214,WHOI,117079
A01268,SEA-BIRD ELECTRONICS,37-12756,20141214,WHOI,117080
A01269,SEA-BIRD ELECTRONICS,37-12757,20141214,WHOI,117081
A01270,SEA-BIRD ELECTRONICS,37-12758,20141214,WHOI,117082
A01271,STAR ENGINEERING,LWR285,20150227,WHOI,117086
A01272,STAR ENGINEERING,LWR286,20150227,WHOI,117087
A01273,STAR ENGINEERING,LWR287,20150227,WHOI,117088
A01274,STAR ENGINEERING,LWR288,20150227,WHOI,117089
A01275,STAR ENGINEERING,LWR289,20150227,WHOI,117090
A01276,STAR ENGINEERING,HRH285,20150227,WHOI,117091
A01277,STAR ENGINEERING,HRH286,20150227,WHOI,117092
A01278,STAR ENGINEERING,HRH287,20150227,WHOI,117093
A01279,STAR ENGINEERING,HRH288,20150227,WHOI,117094
A01280,,,,,
A01281,STAR ENGINEERING,PRC257,20150227,WHOI,117096
A01282,STAR ENGINEERING,PRC258,20150227,WHOI,117097
A01283,STAR ENGINEERING,PRC259,20150227,WHOI,117098
A01284,STAR ENGINEERING,PRC260,20150227,WHOI,117099
A01285,STAR ENGINEERING,PRC261,20150227,WHOI,117100
A01286,STAR ENGINEERING,SWR279,20150227,WHOI,117101
A01287,STAR ENGINEERING,SWR280,20150227,WHOI,117102
A01288,STAR ENGINEERING,SWR281,20150227,WHOI,117103
A01289,STAR ENGINEERING,SWR282,20150227,WHOI,117104
A01290,STAR ENGINEERING,SWR283,20150227,WHOI,117105
A01291,STAR ENGINEERING,WND251,20150227,WHOI,117106
A01292,STAR ENGINEERING,WND252,20150227,WHOI,117107
A01293,STAR ENGINEERING,WND253,20150227,WHOI,117108
A01294,STAR ENGINEERING,WND254,20150227,WHOI,117109
A01295,STAR ENGINEERING,WND255,20150227,WHOI,117110
A01296,TELEDYNE WEBB RESEARCH,523,20150316,WHOI,117131
A01297,TELEDYNE WEBB RESEARCH,524,20150316,WHOI,117132
A01298,Wet Labs,ACS-218,20150317,WHOI,117133
A01299,Aanderaa Instruments,439,20150320,WHOI,117134
A01300,Aanderaa Instruments,460,20150320,WHOI,117135
A01301,Aanderaa Instruments,461,20150320,WHOI,117136
A01302,Aanderaa Instruments,462,20150320,WHOI,117137
A01303,Aanderaa Instruments,463,20150320,WHOI,117138
A01304,Aanderaa Instruments,464,20150320,WHOI,117139
A01305,Aanderaa Instruments,465,20150320,WHOI,117140
A01306,Aanderaa Instruments,466,20150320,WHOI,117141
A01307,Aanderaa Instruments,467,20150320,WHOI,117142
A01308,TELEDYNE WEBB RESEARCH,525,20150326,WHOI,117144
A01309,,,,,
A01310,EdgeTech,TASETN50467,20150604,WHOI,117149
A01311,EdgeTech,TASETN50468,20150604,WHOI,117150
A01312,EdgeTech,ETN50121,20150330,WHOI,117151
A01313,EdgeTech,50211,20150330,WHOI,117152
A01314,EdgeTech,50123,20150330,WHOI,117153
A01315,EdgeTech,50124,20150330,WHOI,117154
A01316,EdgeTech,50125,20150330,WHOI,117155
A01317,EdgeTech,TASETN50451,20150330,WHOI,117156
A01318,EdgeTech,50452,20150330,WHOI,117157
A01319,EdgeTech,50453,20150330,WHOI,117158
A01320,EdgeTech,50454,20150330,WHOI,117159
A01321,EdgeTech,50455,20150330,WHOI,117160
A01322,EdgeTech,50456,20150330,WHOI,117161
A01323,EdgeTech,50457,20150330,WHOI,117162
A01324,EdgeTech,50458,20150330,WHOI,117163
A01325,EdgeTech,50459,20150330,WHOI,117164
A01326,EdgeTech,TASETN50460,20150330,WHOI,117165
A01327,EdgeTech,50461,20150330,WHOI,117166
A01328,Wet Labs,TASACS-240,20150604,WHOI,117176
A01329,Wet Labs,ACS-241,20150604,WHOI,117177
A01330,NORTEK,TASP21893-1,20150402,WHOI,117180
A01331,NORTEK,TASP28193-3,20150402,WHOI,117181
A01332,Wet Labs,ACS-242,20150408,WHOI,117188
A01333,SEA-BIRD ELECTRONICS,16P-50108,20150410,WHOI,117189
A01334,SEA-BIRD ELECTRONICS,16-50109,20150414,WHOI,117190
A01335,SEA-BIRD ELECTRONICS,16-50110,20150414,WHOI,117191
A01336,SEA-BIRD ELECTRONICS,16-50111,20150414,WHOI,117192
A01337,,,,,
A01338,Wet Labs,ACS-222,20150429,WHOI,117197
A01339,SEA-BIRD ELECTRONICS,TAS37-13336,20150422,WHOI,117195
A01340,Wet Labs,1295,20150504,WHOI,117201
A01341,Wet Labs,1296,20150504,WHOI,117202
A01342,Sunburst Sensors,P0157,20150505,WHOI,117203
A01343,Sunburst Sensors,P0158,20150505,WHOI,117204
A01344,Sunburst Sensors,C0120,20150505,WHOI,117205
A01345,Sunburst Sensors,P0155,20150604,WHOI,117206
A01346,Sunburst Sensors,P0156,20150604,WHOI,117207
A01347,NORTEK,P28193-2,20150527,WHOI,117208
A01348,NORTEK,P27135-1,20140527,WHOI,117209
A01349,NORTEK,P27135-2,20140527,WHOI,117210
A01350,NORTEK,P27135-3,20140527,WHOI,117211
A01351,NORTEK,P27135-4,20140527,WHOI,117212
A01352,NORTEK,P27135-5,20140527,WHOI,117213
A01353,NORTEK,P27135-6,20140527,WHOI,117214
A01354,NORTEK,P27135-7,20140527,WHOI,117215
A01355,NORTEK,P27135-8,20140527,WHOI,117216
A01356,NORTEK,P27135-9,20140527,WHOI,117217
A01357,NORTEK,P27135-10,20140527,WHOI,117218
A01358,DISA,89-88-169-312-003-941-998,20150508,WHOI,117219
A01359,NORTEK,28194-1,20150508,WHOI,117220
A01360,NORTEK,28194-2,20150508,WHOI,117221
A01361,NORTEK,28194-3,20150508,WHOI,117222
A01362,NORTEK,28194-4,20150508,WHOI,A01362
A01363,NORTEK,28194-5,20150508,WHOI,A01363
