ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO
CE02SHBP-MJ01C-00-ENG,,Sensor,0,Engineering Data,Engineering Data,,,,,,,CE02SHBP-MJ01C-00-ENG,University of Washington
CE02SHBP-MJ01C-05-IP1,,Sensor,0,JBox Port J05 (LJ01D),JBox Port J05 (LJ01D),,,,,,,CE02SHBP-MJ01C-05-IP1 (LJ01D),University of Washington
CE02SHBP-MJ01C-06-IP2,,Sensor,0,JBox Port J06,JBox Port J06,,,,,,,CE02SHBP-MJ01C-06-IP2,University of Washington
CE02SHBP-MJ01C-07-IP3,,Sensor,0,JBox Port J07 (ZPLSCB101),JBox Port J07 (ZPLSCB101),,,,,,,CE02SHBP-MJ01C-07-IP3 (ZPLSCB101),University of Washington
CE02SHBP-MJ01C-08-IP4,,Sensor,0,JBox Port J08 (CAMDSB107),JBox Port J08 (CAMDSB107),,,,,,,CE02SHBP-MJ01C-08-IP4 (CAMDSB107),University of Washington
CGCON-AUVPNR-06263,,Sensor,1,Mobile Asset Controller for Coastal AUV,A6263 Controller,Hydroid,AUV,6263,,,,,Woods Hole Oceanographic Institution
CGCON-AUVPNR-06264,,Sensor,1,Mobile Asset Controller for Coastal AUV,A6264 Controller,Hydroid,AUV,6264,,,,,Woods Hole Oceanographic Institution
CGCON-BCPM01-00001,OL000483,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,0001,,,,CP01CNSM-00001-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-00002,OL000436,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3703-00235-0002,,,,CE07SHSM-00003-CPM1,Oregon State University
CGCON-BCPM01-00004,OL000497,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,0004,,,,CP01CNSM-00003-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-00006,OL000379 OL000530 OL000554,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,0006,,,,CP04OSSM-00003-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-00007,OL000542,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,0007,,,,,Woods Hole Oceanographic Institution
CGCON-BCPM01-00008,OL000566 R00015,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,0008,,,,CP03ISSM-00001-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-00009,OL000301,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,0009,,,,CE02SHSM-00001-CPM11 CP03ISSM-00003-CPM1,Oregon State University; Woods Hole Oceanographic Institution
CGCON-BCPM01-00010,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,10,,,,,
CGCON-BCPM01-02001,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2001,,,,DELETE?,
CGCON-BCPM01-02002,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2002,,,,DELETE?,
CGCON-BCPM01-15004,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0004,,,,CE07SHSM-00004-CPM1,Oregon State University
CGCON-BCPM01-15005,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0005,,,,CE02SHSM-00004-CPM11 added the last two digits before the hyphen  to the UID to distinguish between Pioneer and Endurance,Oregon State University
CGCON-BCPM01-15009,R00027,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,9,,,,TO BE DELETED,
CGCON-BCPM01-17009,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2017-009,,,,TO BE DELETED,
CGCON-BCPM01-20001,CGCON-BCPM01-00006,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3703-00245-00001-20001,,,,CP01CNSM-00012 CPM01; OLD SN 0006,Woods Hole Oceanographic Institution
CGCON-BCPM01-20003,CGCON-BCPM01-00007,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3703-00245-00001-20003,,,,CP04OSSM-00011 CPM01; OLD SN 0007,Woods Hole Oceanographic Institution
CGCON-BCPM01-50001,OL000278 R00049,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0001,,,,CP04OSSM-00004-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-50002,OL000097,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0002,,,,GA01SUMO-00002-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-50003,OL000075,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0003,,,,,Woods Hole Oceanographic Institution
CGCON-BCPM01-50004,OL000260,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0004,,,,CP03ISSM-00004-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-50005,OL000228,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0005,,,,CP01CNSM-00005-CPM11,Woods Hole Oceanographic Institution
CGCON-BCPM01-50006,OL000523,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0006,,,,CP01CNSM-00004-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-50007,OL000323,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0007,,,,CE02SHSM-00003-CPM11,Oregon State University
CGCON-BCPM01-50008,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0008,,,,CE09OSSM-00005-SBC11,Oregon State University
CGCON-BCPM01-50009,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0009,,,,,Woods Hole Oceanographic Institution
CGCON-BCPM01-50010,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3703-00245-00001-50010,,,,Previously S/N 2015-0003,Woods Hole Oceanographic Institution
CGCON-BCPM01-60002,OL000593,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2016-0002,,,,,Woods Hole Oceanographic Institution
CGCON-BCPM01-60701,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,60701,,,,DELETE?,
CGCON-BCPM01-70001,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2017-0001,,,,CP04OSSM-00006-CPM1,Woods Hole Oceanographic Institution
CGCON-BCPM01-70009,CGCON-BCPM01-17009,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2017-0009,,,,,Woods Hole Oceanographic Institution
CGCON-BCPM01-99999,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,UNKNOWN,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-00001,OL000486,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,001,,,,CP01CNSM-00001-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-00002,OL000437,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00235-0002,,,,CE07SHSM-00003-DCL11,Oregon State University
CGCON-BDCL11-00004,OL000500,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,004,,,,CP01CNSM-00002-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-00006,OL000381 OL000533 OL000557,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,006,,,,CP04OSSM-00003-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-00007,OL000545,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,007,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-00008,OL000392 OL000569 R00018,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,008,,,,CE04OSSM-00002-SBD11 CP03ISSM-00001-DCL11,Oregon State University; Woods Hole Oceanographic Institution
CGCON-BDCL11-00009,R00030,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,009,,,,CP03ISSM-00003-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-00010,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,10,,,,"CE09OSSM-SBD11-00-DCLENG000,4",Oregon State University
CGCON-BDCL11-02001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2001,,,,DELETE?,
CGCON-BDCL11-02002,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2002,,,,DELETE?,
CGCON-BDCL11-15004,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CE07SHSM-00004-DCL11 added 15000 to sn UID to distinguish it from Pioneer,Oregon State University
CGCON-BDCL11-15005,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CE02SHSM-00004-DCL11,Oregon State University
CGCON-BDCL11-15009,OL000303,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,9,,,,CE02SHSM-00001-DCL11 added 15000 to SN UID to distinguish between Pioneer and Endurance,Oregon State University
CGCON-BDCL11-17009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-009,,,,TO BE DELETED,
CGCON-BDCL11-20001,CGCON-BDCL11-00006,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00245-00001-20001,,,,CP01CNSM-00012 DCL11; OLD SN 0006,Woods Hole Oceanographic Institution
CGCON-BDCL11-20003,CGCON-BDCL11-00007,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00245-00001-20003,,,,CP04OSSM-00011 DCL11; OLD SN 0007,Woods Hole Oceanographic Institution
CGCON-BDCL11-50001,OL000281 R00051,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0001,,,,CP04OSSM-00004-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-50002,OL000099,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0002,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-50003,OL000077,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0003,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-50004,OL000263,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CP03ISSM-00004-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-50005,OL000231,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CP01CNSM-00005-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-50006,OL000524,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0006,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-50007,OL000324,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0007,,,,CE02SHSM-00003-DCL11,Oregon State University
CGCON-BDCL11-50008,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0008,,,,CE09OSSM-00005-SBD11,Oregon State University
CGCON-BDCL11-50009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0009,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-50010,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00245-00001-50010,,,,Previously S/N 2015-0003,Woods Hole Oceanographic Institution
CGCON-BDCL11-60002,OL000594,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2016-0002,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-60701,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,60701,,,,DELET?,
CGCON-BDCL11-70001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-0001,,,,CP04OSSM-00006-DCL11,Woods Hole Oceanographic Institution
CGCON-BDCL11-70009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-009,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL11-99999,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,UNKNOWN,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-00001,OL000487,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,001,,,,CP01CNSM-00001-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-00002,OL000438,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00235-0002,,,,CE07SHSM-00003-DCL12,Oregon State University
CGCON-BDCL12-00004,OL000501,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,004,,,,CP01CNSM-00002-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-00006,OL000382 OL000534 OL000558,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,006,,,,CP04OSSM-00003-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-00007,OL000546,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,007,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-00008,OL000393 OL000570 R00019,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,008,,,,CE04OSSM-00002-SBD12 CP03ISSM-00001-DCL12,Oregon State University; Woods Hole Oceanographic Institution
CGCON-BDCL12-00009,R00031,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,009,,,,CP03ISSM-00003-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-00010,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,10,,,,,
CGCON-BDCL12-02001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2001,,,,DELETE?,
CGCON-BDCL12-02002,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2002,,,,DELETE?,
CGCON-BDCL12-15004,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CE07SHSM-00004-DCL12,Oregon State University
CGCON-BDCL12-15005,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CE02SHSM-00004-DCL12,Oregon State University
CGCON-BDCL12-15009,OL000304,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,9,,,,CE02SHSM-00001-DCL12 added 15000 to distinguish between Pioneer and Endurance,Oregon State University
CGCON-BDCL12-17009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-009,,,,TO BE DELETED,
CGCON-BDCL12-20001,CGCON-BDCL12-00006,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00245-00001-20001,,,,CP01CNSM-00012 DCL12; OLD SN 0006,Woods Hole Oceanographic Institution
CGCON-BDCL12-20003,CGCON-BDCL12-00007,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00245-00001-20003,,,,CP04OSSM-00011 DCL12; OLD SN 0007,Woods Hole Oceanographic Institution
CGCON-BDCL12-50001,OL000282 R00052,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0001,,,,CP04OSSM-00004-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-50002,OL000100,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0002,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-50003,OL000078,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0003,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-50004,OL000264,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CP03ISSM-00004-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-50005,OL000232,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CP01CNSM-00005-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-50006,OL000525,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0006,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-50007,OL000325,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0007,,,,CE02SHSM-00003-DCL12,Oregon State University
CGCON-BDCL12-50008,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0008,,,,CE09OSSM-00005-SBD12,Oregon State University
CGCON-BDCL12-50009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0009,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-50010,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00245-00001-50010,,,,Previously S/N 2015-0003,Woods Hole Oceanographic Institution
CGCON-BDCL12-60002,OL000595,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2016-0002,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-60701,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,60701,,,,DELETE?,
CGCON-BDCL12-70001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-0001,,,,CP04OSSM-00006-DCL12,Woods Hole Oceanographic Institution
CGCON-BDCL12-70009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-009,,,,,Woods Hole Oceanographic Institution
CGCON-BDCL12-99999,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,UNKNOWN,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00002,R00071 R00072 R00073,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0002-G,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00003,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 003-G,,,,,Oregon State University?
CGCON-BSTC01-00004,OL000252 OL000372 OL000374,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0004 Rev G,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00005,R00009,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0005-G,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00006,OL000332 OL000336,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 00006 Rev G,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00007,OL000245,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0007 Rev G,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00008,OL000239,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0008 Rev G,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00009,OL000250,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0009,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00010,OL000242,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0010,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00011,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0011,,,,,Oregon State University?
CGCON-BSTC01-00012,OL000343 OL000373 OL000375,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0012,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00013,OL000340,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0013,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00016,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0016,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00017,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0017,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00018,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0018,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00040,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0040,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-00042,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0042,,,,,Woods Hole Oceanographic Institution
CGCON-BSTC01-01002,R00011,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,1002,,,,DELETE?,
CGCON-BSTC01-01003,OL000338,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,1003,,,,DELETE?,
CGCON-BSTC01-01015,OL000341,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,1015,,,,DELETE?,
CGCON-BSTC01-14362,OL000346,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,21436-2,,,,DELETE?,
CGCON-BSTC01-23436,OL000334,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,23436,,,,DELETE?,
CGCON-CSPPCE-00001,,Sensor,0,Coastal Surface Piercing Profiler Controller,,WET Labs,AMP,WLP-001,,,,,Oregon State University
CGCON-CSPPCE-00002,N00122.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-002,,20140630,310000,FAS-540601,Oregon State University
CGCON-CSPPCE-00003,N00123.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-003,,20140616,310000,FAS-540601,Oregon State University
CGCON-CSPPCE-00006,N00126.1,Sensor,0,Coastal Surface Piercing Profiler Controller,Cabled Profiler Sensor Pod w/Instrument,WET Labs,AMP,WLP-006,,20140929,273349,FAS-540601,Oregon State University
CGCON-CSPPCE-00007,N00123.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-007,,20161230,,FAS-540601,Oregon State University
CGCON-CSPPCE-00008,N00123.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-008,,20161230,,FAS-540601,Oregon State University
CGCON-CSPPCP-00004,N00124.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-004,,20140801,310000,Coastal Profiler,Woods Hole Oceanographic Institution
CGCON-CSPPCP-00005,N00125.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-005,,20140801,310000,Coastal Profiler,Woods Hole Oceanographic Institution
CGCON-CWFPCE-37801,,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML14378-01,,20170907,,,Oregon State University
CGCON-CWFPCE-99103,A00285.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-03,,20130426,0,,Oregon State University
CGCON-CWFPCE-99104,A00303.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-04,,20130510,0,,Oregon State University
CGCON-CWFPCP-10301,A00846.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-01,,20140128,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-10302,A00847.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-02,,20140128,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-10303,A00848.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-03,,20140129,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-10304,A00849.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-04,,20140128,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-10305,A00850.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-05,,20140128,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-30001,,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML14300-01,,20170627,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-30002,,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML14300-02,,20170627,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-71401,A00025.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL REFURBISHED Electronics #1,McLane,MMP-7,ML12714-01,,20110617,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-93601,A00391.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL (1ST ARTICLE) Electronics #1,McLane,MMP-7,ML12936-01,54,20130122,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-99101,A00287.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-01,,20150713,0,,Woods Hole Oceanographic Institution
CGCON-CWFPCP-99102,A00286.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-02,,20130604,0,,Woods Hole Oceanographic Institution
