OOI BARCODE,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
N00158,CTDGV for Glider 388,,,,9088,,J100005A,WHOI,LOSO,HIBA,A,20131223,,100%,,,,,,,,,,
N00159,DOSTA for Glider 388,1,AANDERAA,4831,192,,J100005A,WHOI,LOSO,HIBA,A,20131223,,100%,,,,,,,,,,
N00160,PARAD for Glider 388,,,,50166,,J100005A,WHOI,LOSO,HIBA,A,20131223,,100%,,,,,,,,,,
N00161,ADCP for Glider 389,,,,654585,,J100005A,WHOI,LOSO,202,A,20131223,,100%,,,,,,,,,,
N00162,FLORT for Glider 389,,,,3207,,J100005A,WHOI,LOSO,202,A,20131223,,100%,,,,,,,,,,
N00163,CTDGV for Glider 389,,,,9089,,J100005A,WHOI,LOSO,202,A,20131223,,100%,,,,,,,,,,
N00164,DOSTA for Glider 389,1,AANDERAA,4831,193,,J100005A,WHOI,LOSO,202,A,20131223,,100%,,,,,,,,,,
N00165,PARAD for Glider 389,,,,50167,,J100005A,WHOI,LOSO,202,A,20131223,,100%,,,,,,,,,,
N00166,CTD for WFP Coastal ML13104-06,,,,129,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00167,DOSTA for WFP Coastal ML13104-06,1,AANDERAA,4831,1475,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00168,FLOR for WFP Coastal ML13104-06,,,,3278,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00169,VEL3D for WFP Coastal ML13104-06,,,,1117-ML13104-04D,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00170,CTD Profiler,1,Sea-Bird,SBE 52MP,97,,,,,,,,,,,,,,,,,,,
N00171,Dissolved Oxygen Stable Response,1,Aanderaa,Optode 4330,1106,,,,,,,,,,,,,,,,,,,
N00172,2-Wavelength Fluorometer,1,WET Labs,FLBBRTD,2350,,,,,,,,165805996,,,,,,,,,,,
N00173,3-D Single Point Velocity Meter,1,Falmouth Scientific,ACM-Plus,1025,,,,,,,,,,,,,,,,,,,
N00200,MOORING PIONEER UO PROFILER,1,WHOI,CP02PMUO,CP02PMUO-00004,,,,,,A,,,,,,,,,,,,,
N00201,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSM,CP01CNSM-00002,,,,,,A,,,100%,,,,,,,,,,
N00202,MOORING PIONEER OS PROFILER,1,WHOI,CP04OSSM,CP04OSSM-00001,,,,,,A,,,,,,,,,,,,,
N00203,MOORING PIONEER OS PROFILER,1,WHOI,CP04OSSM,CP04OSSM-00002,,,,,,A,,,,,,,,,,,,,
N00204,MOORING PIONEER UI PROFILER,1,WHOI,CP02PMUI,CP02PMUI-00003,,,,,,A,,,,,,,,,,,,,
N00205,MOORING PIONEER IS PROFILER,1,WHOI,CP04ISSM,CP04ISSM-00001,,,,,,A,,,,,,,,,,,,,
N00206,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSM,CP01CNSM-00003,,,,,,A,,,100%,,,,,,,,,,
N00207,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSM,CP01CNSM-00004,,,,,,A,,,100%,,,,,,,,,,
N00208,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSP,CP01CNSP-00001,,,,,,A,,,100%,,,,,,,,,,
N00209,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSP,CP01CNSP-00002,,,,,,A,,,100%,,,,,,,,,,
N00210,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSP,CP01CNSP-00003,,,,,,A,,,100%,,,,,,,,,,
N00211,MOORING ENDURANCE OS PROFILER,1,WHOI,CE02SHSM,CE02SHSM-00001,,,,,,A,,,,,,,,,,,,,
N00212,MOORING ENDURANCE OS SURFACE,1,WHOI,CE04OSSM,CE04OSSM-00001,,,,,,A,,,,,,,,,,,,,
N00213,MOORING ENDURANCE OS PROFILER,1,WHOI,CE07SHSM,CE07SHSM-00001,,,,,,A,,,,,,,,,,,,,
N00214,MOORING ENDURANCE PROFILER,1,WHOI,CE09OPSM,CE09OSPM-00003,,,,,,A,,,,,,,,,,,,,
N00215,MOORING ENDURANCE OS PROFILER,1,WHOI,CE09OSSM,CE09OSSM-00001,,,,,,A,,,,,,,,,,,,,
N00216,MOORING Argentine OS,1,WHOI,GA01SUMO,GA01SUMO-00001,,,,,,A,,,,,,,,,,,,,
N00217,MOORING Argentine OS,1,WHOI,GA02HYPM,GA02HYPM-00001,,,,,,A,,,,,,,,,,,,,
N00218,MOORING MESCALE FLANKING A SP,1,WHOI,GA03FLMA,GA03FLMA-00001,,,,,,A,,,100%,,,,,,,,,,
N00219,MOORING MESCALE FLANKING B SP,1,WHOI,GA03FLMB,GA03FLMB-00001,,,,,,A,,,100%,,,,,,,,,,
N00220,MOORING Iminger OS,1,WHOI,GI01SUMO,GI01SUMO-00001,,,,,,A,,,,,,,,,,,,,
N00221,MOORING Iminger OS,1,WHOI,GI01SUMO,GI01SUMO-00002,,,,,,A,,,,,,,,,,,,,
N00222,MOORING Iminger OS,1,WHOI,GI02HYPM,GI02HYPM-00001,,,,,,A,,,,,,,,,,,,,
N00223,MOORING Iminger OS,1,WHOI,GI02HYPM,GI02HYPM-00002,,,,,,A,,,,,,,,,,,,,
N00224,MOORING MESCALE FLANKING A SP,1,WHOI,GI03FLMA,GI03FLMA-00001,,,,,,A,,,100%,,,,,,,,,,
N00225,MOORING MESCALE FLANKING A SP,1,WHOI,GI03FLMA,GI03FLMA-00002,,,,,,A,,,100%,,,,,,,,,,
N00226,MOORING MESCALE FLANKING B SP,1,WHOI,GI03FLMB,GI03FLMB-00001,,,,,,A,,,100%,,,,,,,,,,
N00227,MOORING MESCALE FLANKING B SP,1,WHOI,GI03FLMB,GI03FLMB-00002,,,,,,A,,,100%,,,,,,,,,,
N00228,GLIDER GLOBAL PROFILING,1,TELEDYNE WEBB RESEARCH,ASSY 302392,528,,,,,,A,,228847.5,,,,,,,,,,,
N00229,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSP,CP01CNSP-00004,,,,,,A,,,100%,,,,,,,,,,
N00230,MOORING PIONEER CI PROFILER,1,WHOI,CP02PMCI,CP02PMCI-00003,,FABR 66,WHOI,LOSO,HIBA,A,,110911.35,100%,,,,,,,,,,
N00231,MOORING PIONEER CI PROFILER,1,WHOI,CP02PMCI,CP02PMCI-00004,,FABR 66,WHOI,LOSO,HIBA,A,,110911.35,100%,,,,,,,,,,
N00232,MOORING PIONEER CO PROFILER,1,WHOI,CP02PMCO,CP02PMCO-00003,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00233,MOORING PIONEER CO PROFILER,1,WHOI,CP02PMCO,CP02PMCO-00004,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00234,MOORING PIONEER CO PROFILER,1,WHOI,CP02PMCO,CP02PMCO-00005,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00235,MOORING PIONEER UI PROFILER,1,WHOI,CP02PMUI,CP02PMUI-00004,,,,,,A,,,,,,,,,,,,,
N00236,MOORING PIONEER UI PROFILER,1,WHOI,CP02PMUI,CP02PMUI-00005,,,,,,A,,,,,,,,,,,,,
N00237,MOORING PIONEER UI PROFILER,1,WHOI,CP02PMUI,CP02PMUI-00006,,,,,,A,,,,,,,,,,,,,
N00238,MOORING PIONEER UPSTREAM OFFSH,1,WHOI,CP02PMUO,CP02PMUO-00001,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00239,MOORING PIONEER UPSTREAM OFFSH,1,WHOI,CP02PMUO,CP02PMUO-00005,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00240,MOORING PIONEER UPSTREAM OFFSH,1,WHOI,CP02PMUO,CP02PMUO-00006,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00241,MOORING PIONEER IS SURFACE,1,WHOI,CP03ISSM,CP03ISSM-00001,,,,,,A,,,,,,,,,,,,,
N00242,MOORING PIONEER IS SURFACE,1,WHOI,CP03ISSM,CP03ISSM-00002,,,,,,A,,,,,,,,,,,,,
N00243,MOORING PIONEER IS SURFACE,1,WHOI,CP03ISSM,CP03ISSM-00003,,,,,,A,,,,,,,,,,,,,
N00244,MOORING PIONEER IS PROFILER,1,WHOI,CP03ISSP,CP03ISSP-00001,,,,,,A,,,,,,,,,,,,,
N00245,MOORING PIONEER IS PROFILER,1,WHOI,CP03ISSP,CP03ISSP-00002,,,,,,A,,,,,,,,,,,,,
N00246,MOORING PIONEER IS PROFILER,1,WHOI,CP03ISSP,CP03ISSP-00003,,,,,,A,,,,,,,,,,,,,
N00247,MOORING PIONEER OS PROFILER,1,WHOI,CP04OSPM,CP04OSPM-00003,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00248,MOORING PIONEER OS PROFILER,1,WHOI,CP04OSPM,CP04OSPM-00004,,,WHOI,,,A,,110911.35,100%,,,,,,,,,,
N00249,MOORING PIONEER OS PROFILER,1,WHOI,CP04OSSM,CP04OSSM-00003,,,,,,A,,,,,,,,,,,,,
N00250,HYBRID PROFILER STATION PAPA,1,WHOI,HYBRID,GP02HYPM-00002,,,WHOI,,,A,,698400,100%,,,,,,,,,,
N00251,HYBRID PROFILER STATION PAPA,1,WHOI,HYBRID,GP02HYPM-00003,,,WHOI,,,A,,698400,100%,,,,,,,,,,
N00252,MOORING MESCALE FLANKING A SP,1,WHOI,GP03FLMA,GP03FLMA-00002,,,WHOI,,,A,,35611.94,100%,,,,,,,,,,
N00253,MOORING MESCALE FLANKING A SP,1,WHOI,GP03FLMA,GP03FLMA-00003,,,WHOI,,,A,,35611.94,100%,,,,,,,,,,
N00254,MOORING MESCALE FLANKING B SP,1,WHOI,GP03FLMB,GP03FLMB-00002,,,WHOI,,,A,,2150308.47,100%,,,,,,,,,,
N00255,MOORING MESCALE FLANKING B SP,1,WHOI,GP03FLMB,GP03FLMB-00003,,,WHOI,,,A,,2150308.47,100%,,,,,,,,,,
N00256,MOORING SOUTHERN OS,1,WHOI,GS01SUMO,GS01SUMO-00001,,,,,,A,,,,,,,,,,,,,
N00257,HYBRID PROFILER SOUTHERN,1,WHOI,HYBRID,GS02HYPM-00001,,,WHOI,,,A,,698400,100%,,,,,,,,,,
N00258,MOORING MESCALE FLANKING A SOUTHERN,1,WHOI,GS03FLMA,GS03FLMA-00001,,,WHOI,,,A,,35611.94,100%,,,,,,,,,,
N00259,MOORING MESCALE FLANKING B SOUTHERN,1,WHOI,GS03FLMB,GS03FLMB-00001,,,WHOI,,,A,,2150308.47,100%,,,,,,,,,,
N00260,MOORING ENDURANCE OR LP,1,WHOI,CE01ISSM,CE01ISSM-00003,,,WHOI,,,A,,318785.53,100%,,,,,,,,,,
N00261,MOORING ENDURANCE OR LP,1,WHOI,CE01ISSM,CE01ISSM-00004,,,WHOI,,,A,,318785.53,100%,,,,,,,,,,
N00262,MOORING ENDURANCE IS PROFILER,1,WHOI,CE01ISSP,CE01ISSP-00001,,,,,,A,,,,,,,,,,,,,
N00263,MOORING ENDURANCE IS PROFILER,1,WHOI,CE01ISSP,CE01ISSP-00002,,,,,,A,,,,,,,,,,,,,
N00264,MOORING ENDURANCE IS PROFILER,1,WHOI,CE01ISSP,CE01ISSP-00003,,,,,,A,,,,,,,,,,,,,
N00265,MOORING ENDURANCE IS PROFILER,1,WHOI,CE01ISSP,CE01ISSP-00004,,,,,,A,,,,,,,,,,,,,
N00266,MOORING ENDURANCE OS PROFILER,1,WHOI,CE02SHSM,CE02SHSM-00002,,,,,,A,,,,,,,,,,,,,
N00267,MOORING ENDURANCE OR LP,1,WHOI,CE06ISSM,CE06ISSM-00003,,,WHOI,,,A,,327912.39,100%,,,,,,,,,,
N00268,MOORING ENDURANCE IS PROFILER,1,WHOI,CE06ISSP,CE06ISSP-00001,,,,,,A,,,,,,,,,,,,,
N00269,MOORING ENDURANCE IS PROFILER,1,WHOI,CE06ISSP,CE06ISSP-00002,,,,,,A,,,,,,,,,,,,,
N00270,MOORING ENDURANCE IS PROFILER,1,WHOI,CE06ISSP,CE06ISSP-00003,,,,,,A,,,,,,,,,,,,,
N00271,MOORING ENDURANCE OS PROFILER,1,WHOI,CE07SHSM,CE07SHSM-00002,,,,,,A,,,,,,,,,,,,,
N00272,MOORING ENDURANCE IS PROFILER,1,WHOI,CE07SHSP,CE07SHSP-00001,,,,,,A,,,,,,,,,,,,,
N00273,MOORING ENDURANCE IS PROFILER,1,WHOI,CE01SHSP,CE07SHSP-00002,,,,,,A,,,,,,,,,,,,,
N00274,MOORING ENDURANCE PROFILER,1,WHOI,CE09OPSM,CE09OSPM-00004,,,,,,A,,,,,,,,,,,,,
N00275,MOORING ENDURANCE OS SURFACE,1,WHOI,CE09OSSM,CE09OSSM-00002,,,,,,A,,,,,,,,,,,,,
N00281,MOORING ENDURANCE OS,1,WHOI,CE04OSBP-LJ01C,SN0008,,,,,,A,,,,,,,,,,,,,
N00284,MOORING ENDURANCE OS,1,WHOI,CE04OSBP-LV01C,SN0045,,,,,,A,,,,,,,,,,,,,
N00285,MOORING ENDURANCE OS,1,WHOI,CE02SHSP,CE02SHSP-00001,,,,,,A,,,,,,,,,,,,,
N00286,MOORING ENDURANCE OS,1,WHOI,CE02SHSP,CE02SHSP-00002,,,,,,A,,,,,,,,,,,,,
N00289,MOORING ENDURANCE OS,1,WHOI,CE02SHBP-MJ01C,SN0025,,,,,,A,,,,,,,,,,,,,
N00298,MOORING RSN,1,,RS01SUM1-PN01B,,,,,,,A,,,,,,,,,,,,,
N00299,MOORING RSN,1,,RS01SUM2-MJ01B,SN0024,,,,,,A,,,,,,,,,,,,,
N00300,ADCP for Glider 311,,,,642931,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00301,FLORT for Glider 311,,,,2760,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00302,CTDGV for Glider 311,,,,9014,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,WHOI,116995,,,,,,
N00303,DOSTA for Glider 311,1,AANDERAA,4831,26,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00304,PARAD for Glider 311,,,,50145,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00305,ADCP for Glider 312,,,,642932,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00306,FLORT for Glider 312,,,,2761,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00307,CTDGV for Glider 312,,,,9015,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00308,DOSTA for Glider 312,1,AANDERAA,4831,27,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00309,PARAD for Glider 312,,,,50146,,J100005A,WHOI,UNV,OSU,A,20121002,,100%,,,,,,,,,,
N00310,ADCP for Glider 319,,,,642443,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00311,FLORT for Glider 319,,,,2762,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00312,CTDGV for Glider 319,,,,9023,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00313,DOSTA for Glider 319 or 312,1,AANDERAA,4831,29,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00314,PARAD for Glider 319,,,,50147,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00315,ADCP for Glider 320,,,,643105,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00316,FLORT for Glider 320,,,,2786,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00317,CTDGV for Glider 320,,,,9024,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00318,DOSTA for Glider 320,1,AANDERAA,4831,19,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00319,PARAD for Glider 320,,,,50148,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00320,ADCP for Glider 326,,,,643473,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00321,FLORT for Glider 326,,,,2806,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00322,CTDGV for Glider 326,,,,9026,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00323,DOSTA for Glider 326,1,AANDERAA,4831,30,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00324,PARAD for Glider 326,,,,50149,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00325,ADCP for Glider 327,,,,643474,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00326,FLORT for Glider 327,,,,2807,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00327,CTDGV for Glider 327,,,,9027,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00328,DOSTA for Glider 327,1,AANDERAA,4831,100,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00329,PARAD for Glider 327,,,,50150,,J100005A,WHOI,UNV,OSU,A,20121228,,100%,,,,,,,,,,
N00330,ADCP for Glider 381,,,,649697,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00331,FLORT for Glider 381,,,,3131,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00332,CTDGV for Glider 381,,,,9056,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00333,DOSTA for Glider 381,1,AANDERAA,4831,190,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00334,PARAD for Glider 381,,,,50160,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00335,ADCP for Glider 382,,,,648292,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00336,FLORT for Glider 382,,,,3185,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00337,CTDGV for Glider 382,,,,9059,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00338,DOSTA for Glider 382,1,AANDERAA,4831,191,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00339,PARAD for Glider 382,,,,50161,,J100005A,WHOI,UNV,OSU,A,20130806,,100%,,,,,,,,,,
N00340,ADCP for Glider 383,,,,650865,,J100005A,WHOI,UNV,OSU,A,20130826,,100%,,,,,,,,,,
N00341,FLORT for Glider 383,,,,3188,,J100005A,WHOI,UNV,OSU,A,20130826,,100%,,,,,,,,,,
N00342,CTDGV for Glider 383,,,,9060,,J100005A,WHOI,UNV,OSU,A,20130826,,100%,,,,,,,,,,
N00343,DOSTA for Glider 383,1,AANDERAA,4831,194,,J100005A,WHOI,UNV,OSU,A,20130826,,100%,,,,,,,,,,
N00344,PARAD for Glider 383,,,,50162,,J100005A,WHOI,UNV,OSU,A,20130826,,100%,,,,,,,,,,
N00345,ADCP for Glider 384,,,,650864,,J10005A,WHOI,UNV,OSU,A,20110628,,100%,,,,,,,,,,
N00346,FLORT for Glider 384,,,,3189,,J10005A,WHOI,UNV,OSU,A,20110628,,100%,,,,,,,,,,
N00347,CTDGV for Glider 384,,,,9085,,J10005A,WHOI,UNV,OSU,A,20110628,,100%,,,,,,,,,,
N00348,DOSTA for Glider 384,1,AANDERAA,4831,195,,J10005A,WHOI,UNV,OSU,A,20110628,,100%,,,,,,,,,,
N00349,PARAD for Glider 384,,,,50163,,J10005A,WHOI,UNV,OSU,A,20110628,,100%,,,,,,,,,,
N00350,ADCP for Glider 386,,,,652696,,J100005A,WHOI,UNV,OSU,A,20131011,,100%,,,,,,,,,,
N00351,FLORT for Glider 386,,,,3186,,J100005A,WHOI,UNV,OSU,A,20131011,,100%,,,,,,,,,,
N00352,CTDGV for Glider 386,,,,9086,,J100005A,WHOI,UNV,OSU,A,20131011,,100%,,,,,,,,,,
N00353,DOSTA for Glider 386,1,AANDERAA,4831,176,,J100005A,WHOI,UNV,OSU,A,20131011,,100%,,,,,,,,,,
N00354,PARAD for Glider 386,,,,50164,,J100005A,WHOI,UNV,OSU,A,20131011,,100%,,,,,,,,,,
N00356,MOORING RSN,1,,RS03ASHS-ID03A,RS03ASHS-ID03A-00001,,,,,,A,,,,,,,,,,,,,
N00357,MOORING RSN,1,,RS03ASPI-PN03B,SN003A,,,,,,A,,,,,,,,,,,,,
N00401,FLORT for Glider 494,,,,3554,,D100160,WHOI,ATS,SEA,A,20141120,171195,100%,,,,,,,,,,
N00402,CTDGV for Glider 494,,,,9214,,D100160,WHOI,ATS,SEA,A,20141120,171195,100%,,,,,,,,,,
N00403,DOSTA for Glider 494,1,AANDERAA,4831,348,,D100160,WHOI,ATS,SEA,A,20141120,171195,100%,,,,,,,,,,
N00404,PARAD for Glider 319,,,,50203,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00405,FLORT for Glider 319,,,,3921,,J100005A,WHOI,UNV,OSU,A,20121206,,100%,,,,,,,,,,
N00407,FLORT for Glider 493,,,,3553,,D100160,WHOI,ATS,SEA,A,20141120,,100%,,,,,,,,,,
N00408,CTDGV for Glider 493,,,,9211,,D100160,WHOI,ATS,SEA,A,20141120,,100%,,,,,,,,,,
N00409,DOSTA for Glider 493,1,AANDERAA,4831,347,,D100160,WHOI,ATS,SEA,A,20141120,,100%,,,,,,,,,,
N00410,FLORD for Glider 496,,,,3577,,D100160,WHOI,ATS,SEA,A,20141212,,100%,,,,,,,,,,
N00411,CTDGV for Glider 496,,,,9207,,D100160,WHOI,ATS,SEA,A,20141212,,100%,,,,,,,,,,
N00412,DOSTA for Glider 496,1,AANDERAA,4831,337,,D100160,WHOI,ATS,SEA,A,20141212,,100%,,,,,,,,,,
N00413,VELPT SERIES A (AQUADOPP 400M),1,NORTEK,AQUADOPP 400M,AQD 11398,,,,,,A,20130917,8500,100%,,20130917,,,,,,,,
N00414,VELPT SERIES A (AQUADOPP 400M),1,NORTEK,AQUADOPP 400M,AQD 11380,,,,,,A,20130917,8500,100%,,20130917,,,,,,,,
N00416,ADCP SERIES M (WHS600-500),1,TELEDYNE RDI,WHS600-500,21524,,E115365,WHOI,UNV,OSU,A,20140506,25569,100%,,20140506,,,,,,,,
N00417,"Camera, Uncabled",1,Kongsberg Underwater Technology Inc,0484-6102,113,,,,OSU,Ocean Observing Center,,20140918,92768,100%,,20140918,,,,SIO,136030811,,,
N00418,VELPT SERIES A (AQUADOPP 400M),1,NORTEK,AQUADOPP 400M,AQD 11405,,D100202,,,,A,20130917,8500,100%,,20130917,,,,,,,,
N00419,"Camera, Uncabled",1,Kongsberg Underwater Technology Inc,0484-6102,109,,,,OSU,Ocean Observing Center,,20140802,92768,100%,,20140802,,,,SIO,126000372,,,
N00420,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50014,,J100059,,,,A,20140224,11500,100%,,20140224,,,,,,,,
N00421,VELPT SERIES A (AQUADOPP 400M),1,NORTEK,AQUADOPP 400M,AQD 11768,,D100202,,,,A,20130917,8500,100%,,20130917,,,,,,,,
N00500,CTDMO SERIES R (37IM),1,SEA-BIRD ELECTRONICS,SBE-37IM,37-12569,,E116211,,,,A,20141014,6775,,,20141014,,,,,,,,
N00501,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0141,,,,SIO,SIO,,20140722,18128.95,,,20140722,,,,SIO,,,,
N00502,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0142,,,,SIO,SIO,,20140711,18128.95,,,20140711,,,,SIO,,,,
N00503,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 12198,,E116246,,,,A,20150604,8650,,,20150604,,,,,,,,
N00504,DOSTA SERIES D,1,AANDERAA,4831,457,,E116535,,,,A,20150320,5092.2,100%,,20150320,,,,,,,,
N00505,DOSTA SERIES D,1,AANDERAA,4831,456,,E116535,,,,A,20150320,5092.2,100%,,20150320,,,,,,,,
N00506,ADCP,1,,,13992,,,,SIO,SIO,,,,,,,,,,,,9/4/2015,DOI,
N00507,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11669,,,,,,A,,9240,100%,,,,,,,,,,
N00508,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11964,,,,,,A,,9240,100%,,,,,,,,,,
N00509,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11967,,,,,,A,,9240,100%,,,,,,,,,,
N00510,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11970,,,,,,A,,9240,100%,,,,,,,,,,
N00511,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12195,,,,,,A,,9240,100%,,,,,,,,,,
N00512,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12236,,,,,,A,,9240,100%,,,,,,,,,,
N00513,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12663,,,,,,A,,9240,100%,,,,,,,,,,
N00514,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12673,,,,,,A,,9240,100%,,,,,,,,,,
N00515,CAMDS,,,,0484-6102-0110,,,,,,,,,,,,,,,,,,,
N00516,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11973,,,,,,A,,9240,100%,,,,,,,,,,
N00517,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11974,,,,,,A,,9240,100%,,,,,,,,,,
N00518,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11976,,,,,,A,,9240,100%,,,,,,,,,,
N00519,Aquadopp,1,Nortek USA,AQUADOPP,AQD 11981,,,,,,A,,9240,100%,,,,,,,,,,
N00520,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12652,,,,,,A,,9240,100%,,,,,,,,,,
N00521,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12095,,,,,,A,,9240,100%,,,,,,,,,,
N00522,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12459,,,,,,A,,9240,100%,,,,,,,,,,
N00523,Aquadopp,1,Nortek USA,AQUADOPP,AQD 12197,,,,,,A,,9240,100%,,,,,,,,,,
N00524,PHSEN (SERIES E),,SUNBURST,SAMI-2,P0171,,E116658,WHOI,,,A,,19510.5,100%,,,,,,,,,,
N00525,CTDGV for Glider 469,,,,9172,,D100160,WHOI,ATS,SEA,A,20140804,,100%,,,,,,,,,,
N00526,DOSTA for Glider 469,1,AANDERAA,4831,341,,D100160,WHOI,ATS,SEA,A,20140804,,100%,,,,,,,,,,
N00527,FLORD for Glider 469,,,,3528,,D100160,WHOI,ATS,SEA,A,20140804,,100%,,,,,,,,,,
N00528,CTDGV for Glider 484,,,,9195,,D100160,WHOI,ATS,SEA,A,20140813,,100%,,,,,,,,,,
N00529,DOSTA for Glider 484,1,AANDERAA,4831,324,,D100160,WHOI,ATS,SEA,A,20140813,,100%,,,,,,,,,,
N00530,FLORD for Glider 484,,,,FLBBSLC-3550,,D100160,WHOI,ATS,SEA,A,20140813,,100%,,,,,,,,,,
