ASSET_UID,TYPE,Mobile,Geometry,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
ATAPL-67711-00016,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-16,N/A,120503018,O.L.,UW,VISIONS2014:MJ03C,A,20130228,6073,100%,,20130228,UW,N/A,,,,,,
ATAPL-67711-00017,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-17,N/A,120503018,O.L.,UW,VISIONS2014:MJ03C,A,20130228,6073,100%,,20130228,UW,N/A,,,,,,
ATAPL-67711-00018,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-18,N/A,120503018,O.L.,UW,VISIONS2014:MJ03C,A,20130228,6073,100%,,20130228,UW,N/A,,,,,,
ATAPL-67711-00019,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-19,N/A,120503018,O.L.,UW,VISIONS2014:LV01C,A,20130228,6073,100%,,20130228,UW,N/A,,,,,,
ATAPL-67711-00020,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-20,N/A,120503018,O.L.,UW,VISIONS2014:LV01C,A,20130228,6073,100%,,20130228,UW,N/A,,,,,,
ATAPL-67711-00021,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-21,N/A,120503018,O.L.,UW,VISIONS2014:MJ01A,A,20130304,6073,100%,,20130304,UW,N/A,,,,,,
ATAPL-67711-00022,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-22,N/A,120503018,O.L.,UW,VISIONS2014:MJ01A,A,20130304,6073,100%,,20130304,UW,N/A,,,,,,
ATAPL-67711-00023,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-23,N/A,120503018,O.L.,UW,VISIONS2014:LV01C,A,20130304,6073,100%,,20130304,UW,N/A,,,,,,
ATAPL-67711-00024,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-24,N/A,120503018,O.L.,UW,SP:C120:BAY5,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00025,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-25,N/A,120503018,O.L.,UW,SP:C120:BAY5,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00026,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-26,N/A,120503018,O.L.,UW,SP:C120:BAY5,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00027,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-27,N/A,120503018,O.L.,UW,SP:C120:LVSP3,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00028,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-28,N/A,120503018,O.L.,UW,VISIONS2014:MJ03E,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00029,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-29,N/A,120503018,O.L.,UW,VISIONS2014:MJ03D,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00030,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-30,N/A,120503018,O.L.,UW,SP:C120:BAY5,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00031,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-31,N/A,120503018,O.L.,UW,VISIONS2014:MJ03E,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00032,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-32,N/A,120503018,O.L.,UW,VISIONS2013:SPS8A,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00033,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-33,N/A,120503018,O.L.,UW,VISIONS2014:MJ03D,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00034,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-34,N/A,120503018,O.L.,UW,SP:C120:LVSP4,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00035,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-35,N/A,120503018,O.L.,UW,SP:C120:LVSP3,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00036,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-36,N/A,120503018,O.L.,UW,SP:C120:BAY5,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00037,,,,,,,,,N/A,120503018,O.L.,UW,SP:C120:LVSP4,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00038,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-38,N/A,120503018,O.L.,UW,SP:C120:LVSP4,A,20130326,6073,100%,,20130326,UW,N/A,,,,,,
ATAPL-67711-00039,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-39,N/A,120503018,O.L.,UW,SP:C120:LVSP3,A,20130404,6073,100%,,20130404,UW,N/A,,,,,,
ATAPL-67711-00040,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-40,N/A,120503018,O.L.,UW,BH:1F123:TEST,A,20130405,6073,100%,,20130405,UW,N/A,,,,,,
ATAPL-67711-00041,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-41,N/A,120503018,O.L.,UW,OSU BEP,A,20130405,6073,100%,,20130405,UW,N/A,,,,,,
ATAPL-67711-00042,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-42,N/A,120503018,O.L.,UW,VISIONS2013:BOTPT,A,20130405,6073,100%,,20130405,UW,N/A,,,,,,
ATAPL-67711-00043,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-43,N/A,120503018,O.L.,UW,BH:1F123:TEST,A,20130416,6073,100%,,20130416,UW,N/A,,,,,,
ATAPL-67711-00044,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-44,N/A,120503018,O.L.,UW,VISIONS2014:MJ03B,A,20130416,6073,100%,,20130416,UW,N/A,,,,,,
ATAPL-67711-00045,,,,4.38m Optical Bulkhead Jumper Assembly P/N 1068058/RSN-004-01 ROV-DMS,,Teledyne ODI,1068058,1068058-45,N/A,120503018,O.L.,UW,BH:1F123:TILLEY,A,20130416,6073,100%,,20130416,UW,N/A,,,,,,
ATAPL-67712-00001,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03F,A,20130416,6073,100%,,20130416,UW,N/A,,,,,,
ATAPL-67712-00002,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03F,A,20130416,6073,100%,,20130416,UW,N/A,,,,,,
ATAPL-67712-00003,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03F,A,20130416,6073,100%,,20130416,UW,N/A,,,,,,
ATAPL-67712-00004,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03E,A,20130313,6073,100%,,20130313,UW,N/A,,,,,,
ATAPL-67712-00005,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03C,A,20130313,6073,100%,,20130313,UW,N/A,,,,,,
ATAPL-67712-00006,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03C,A,20130313,6073,100%,,20130313,UW,N/A,,,,,,
ATAPL-67712-00007,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03E,A,20130313,6073,100%,,20130313,UW,N/A,,,,,,
ATAPL-67712-00008,,,,,,,,,N/A,120503018,O.L.,UW,VISIONS2014:MJ03E,A,20130313,6073,100%,,20130313,UW,N/A,,,,,,
ATAPL-67712-00009,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:LVSP4,A,20130508,6073,100%,,20130508,UW,N/A,,,,,,
ATAPL-67712-00010,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014,A,20130508,6073,100%,,20130508,UW,N/A,,,,,,
ATAPL-67712-00011,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:BAY5,A,20130508,6073,100%,,20130508,UW,N/A,,,,,,
ATAPL-67712-00012,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:SHOP,A,20130508,6073,100%,,20130508,UW,N/A,,,,,,
ATAPL-67712-00013,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:LVSP4,A,20130510,6073,100%,,20130510,UW,N/A,,,,,,
ATAPL-67712-00014,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:LVSP4,A,20130510,6073,100%,,20130510,UW,N/A,,,,,,
ATAPL-67712-00015,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:LV01A,A,20130510,6073,100%,,20130510,UW,N/A,,,,,,
ATAPL-67712-00016,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:BAY5,A,20130510,6073,100%,,20130510,UW,N/A,,,,,,
ATAPL-67712-00017,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:LV03A,A,20130520,6073,100%,,20130520,UW,N/A,,,,,,
ATAPL-67712-00018,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:LV03A,A,20130520,6073,100%,,20130520,UW,N/A,,,,,,
ATAPL-67712-00019,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2013:MJ03B:SPS10A,A,20130520,6073,100%,,20130520,UW,N/A,,,,,,
ATAPL-67712-00020,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:BAY5,A,20130520,6073,100%,,20130520,UW,N/A,,,,,,
ATAPL-67712-00021,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:MJ03E,A,20130612,6073,100%,,20130612,UW,N/A,,,,,,
ATAPL-67712-00022,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:BAY5,A,20130612,6073,100%,,20130612,UW,N/A,,,,,,
ATAPL-67712-00023,,,,,,,,,N/A,121227012,O.L.,UW,SP:C120:BAY5,A,20130612,6073,100%,,20130612,UW,N/A,,,,,,
ATAPL-67712-00024,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:LV01A,A,20130612,6073,100%,,20130612,UW,N/A,,,,,,
ATAPL-67712-00025,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:MJ03F,A,20130619,6073,100%,,20130619,UW,N/A,,,,,,
ATAPL-67712-00026,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:MJ03D,A,20130626,6073,100%,,20130626,UW,N/A,,,,,,
ATAPL-67712-00027,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2013:MJ03E:SPS5A,A,20130619,6073,100%,,20130619,UW,N/A,,,,,,
ATAPL-67712-00028,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2013:MJ03E:SPS6A,A,20130619,6073,100%,,20130619,UW,N/A,,,,,,
ATAPL-67712-00029,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:LJ01B,A,20130626,6073,100%,,20130626,UW,N/A,,,,,,
ATAPL-67712-00030,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:MJ03F,A,20130626,6073,100%,,20130626,UW,N/A,,,,,,
ATAPL-67712-00031,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:LJ01B,A,20130626,6073,100%,,20130626,UW,N/A,,,,,,
ATAPL-67712-00032,,,,,,,,,N/A,121227012,O.L.,UW,VISIONS2014:MJ01A,A,20130626,6073,100%,,20130626,UW,N/A,,,,,,
ATAPL-67712-00033,,,,,,,,,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130626,6073,100%,,20130626,UW,N/A,,,,,,
ATAPL-67712-00034,,,,,,,,,N/A,121217047,O.L.,UW,VISIONS2014:LJ01B,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00035,,,,,,,,,N/A,121217047,O.L.,UW,VISIONS2014:MJ03C,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00036,,,,,,,,,N/A,121217047,O.L.,UW,VISIONS2014:LJ01B,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00037,,,,,,,,,N/A,121217047,O.L.,UW,VISIONS2014,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00038,,,,,,,,,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00039,,,,,,,,,N/A,121217047,O.L.,UW,VISIONS2014,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00040,,,,,,,,,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00041,,,,,,,,,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00042,,,,,,,,,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00043,,,,,,,,,N/A,121217047,O.L.,UW,VISIONS2014:MJ03D,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00044,,,,,,,,,N/A,121217047,O.L.,UW,VISIONS2014:MJ03A,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00045,,,,DMS 4O/2E Submersible Impluse Bulkhead Mounted Receptacle,,Teledyne ODI,1068058,1066212-45,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00046,,,,DMS 4O/2E Submersible Impluse Bulkhead Mounted Receptacle,,Teledyne ODI,1068058,1066212-46,N/A,121217047,O.L.,UW,VISIONS2014:LV01B,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67712-00047,,,,DMS 4O/2E Submersible Impluse Bulkhead Mounted Receptacle,,Teledyne ODI,1068058,1066212-47,N/A,121217047,O.L.,UW,VISIONS2014:LV01B,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67713-00001,,,,4O/2E ROV 45 Degree Cable End Receptacle Test Harness,,Teledyne ODI,1061414,1061414-11,N/A,121217047,O.L.,UW,VISIONS2014,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67713-00002,,,,4O/2E ROV 45 Degree Cable End Receptacle Test Harness,,Teledyne ODI,1061414,1061414-12,N/A,121217047,O.L.,UW,BH:1F123:TILLEY,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67713-00003,,,,4O/2E ROV 45 Degree Cable End Receptacle Test Harness,,Teledyne ODI,1061414,1061414-13,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67714-00001,,,,4O/2E ROV Straight Front Mount Fixed Bulkhead Plug Test Harness,,Teledyne ODI,1061415,1061415-6,N/A,121217047,O.L.,UW,BH:1F123:TILLEY,A,20130903,6073,100%,,20130903,UW,N/A,,,,,,
ATAPL-67714-00002,,,,4O/2E ROV Straight Front Mount Fixed Bulkhead Plug Test Harness,,Teledyne ODI,1061415,1061415-7,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130909,6073,100%,,20130909,UW,N/A,,,,,,
ATAPL-67715-00001,,,,40/2E Submersible Cable End Plug Test Harness,,Teledyne ODI,1068059,1068059-1,N/A,121217047,O.L.,UW,VISIONS2014,A,20130909,6073,100%,,20130909,UW,N/A,,,,,,
ATAPL-67715-00002,,,,40/2E Submersible Cable End Plug Test Harness,,Teledyne ODI,1068059,1068059-2,N/A,121217047,O.L.,UW,VISIONS2014,A,20130909,6073,100%,,20130909,UW,N/A,,,,,,
ATAPL-67732-00001,,,,RAS_PPS ASSEMBLY (RAS: 4830-58340 & PPS: 4830-58338)  (O&M),,NOAA/PMEL,67732,,N/A,121217047,O.L.,UW,SP:C120:BAY5,A,20130909,6073,100%,,20130909,UW,N/A,,,,,,
ATAPL-67732-00002,,,,RAS_PPS ASSEMBLY (RAS: 4830-58340 & PPS: 4830-58338),,NOAA/PMEL,67732,,,,,,,,,,,Missing from inventory,,,,,,,,,
ATAPL-67732-00003,,,,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
ATAPL-67732-00004,,,,RAS_PPS ASSEMBLY (RAS: 4830-58340 & PPS: 4830-58338),,PMEL,Custom,,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140828,6073,100%,,20140828,UW,N/A,,,,,,
ATAPL-67732-00005,,,,RAS_PPS ASSEMBLY (RAS: 4830-58340 & PPS: 4830-58338),,PMEL,Custom,,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140711,6073,100%,,20140711,UW,N/A,,,,,,
ATAPL-67732-00006,,,,RAS_PPS ASSEMBLY (RAS: 4830-58340 & PPS: 4830-58338),,PMEL,Custom,,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140711,6073,100%,,20140711,UW,N/A,,,,,,
ATAPL-67941-00001,,,,"MAIN FRAME, VERTICAL MOORING",,APL/UW,67941,1,N/A,131216014,O.L.,UW,BH:1F123:CAGE,A,20140711,6073,100%,,20140711,UW,N/A,,,,,,
ATAPL-67941-00002,,,,"MAIN FRAME, VERTICAL MOORING",,APL/UW,67941,2,N/A,131216014,O.L.,UW,BH:1F123:CAGE,A,20140722,6073,100%,,20140722,UW,N/A,,,,,,
ATAPL-67941-00003,,,,"MAIN FRAME, VERTICAL MOORING",,APL/UW,67941,3,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140722,6073,100%,,20140722,UW,N/A,,,,,,
ATAPL-67961-00001,,,,MOOG M180 SLIP RING,,MOOG,M180,18009612,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140711,6073,100%,,20140711,UW,N/A,,,,,,
ATAPL-67973-00001,,,,DELL R310 Server,,Dell,R310,7JXZMS1,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140711,6073,100%,,20140711,UW,N/A,,,,,,
ATAPL-67974-00001,,,,Ametek SGA400 10KW Power Supply,,AMETEK,SGA400,1221A04918,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140722,6073,100%,,20140722,UW,N/A,,,,,,
ATAPL-67977-00001,Sensor,0,,"SBE52MP-1a-2g-4, RS-232, 3500m strain gauge pressure sensor, MCBH(WB)",1,SEA-BIRD ELECTRONICS,SBE52MP,5273520-0120,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140711,6073,100%,,20140711,UW,N/A,,,,,,
ATAPL-67977-00002,Sensor,0,,"SBE52MP-1a-2g-4, RS-232, 3500m strain gauge pressure sensor, MCBH(WB)",1,SEA-BIRD ELECTRONICS,SBE52MP,5277187-0137,N/A,131216015,O.L.,UW,BH:1F123:CAGE,A,20150605,6073,100%,,20150605,UW,N/A,,,,,,
ATAPL-67977-00003,Sensor,0,,"SBE52MP-1a-2g-4, RS-232, 3500m strain gauge pressure sensor, MCBH(WB)",1,SEA-BIRD ELECTRONICS,SBE52MP,5277833-0139,N/A,131216014,O.L.,UW,BH:1F123:CAGE,A,20140725,6073,100%,,20140725,UW,N/A,,,,,,
ATAPL-67977-00004,Sensor,0,,"SBE52MP-1a-2g-4, RS-232, 3500m strain gauge pressure sensor, MCBH(WB)",1,SEA-BIRD ELECTRONICS,SBE52MP,52-0144,N/A,131216014,O.L.,UW,BH:1F123:CAGE,A,20150610,6073,100%,,20150610,UW,N/A,,,,,,
ATAPL-67977-00005,Sensor,0,,"SBE52MP-1a-2g-4, RS-232, 3500m strain gauge pressure sensor, MCBH(WB)",1,SEA-BIRD ELECTRONICS,SBE52MP,52-0145,N/A,131216014,O.L.,UW,BH:1F123:CAGE,A,20150407,6073,100%,,20150407,UW,N/A,,,,,,
ATAPL-67977-00006,Sensor,0,,"SBE52MP-1a-2g-4, RS-232, 3500m strain gauge pressure sensor, MCBH(WB) WHOI",1,SEA-BIRD ELECTRONICS,SBE52MP,52-0146,N/A,131216014,O.L.,UW,BH:1F123:CAGE,A,20150407,6073,100%,,20150407,UW,N/A,,,,,,
ATAPL-67979-00001,Sensor,0,,MAVS-4 Acoustic Current Meter (VEL3D),1,NOBSKA,MAVS-4,10306,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140828,6073,100%,,20140828,UW,N/A,,,,,,
ATAPL-67979-00002,Sensor,0,,MAVS-4 Acoustic Current Meter (VEL3D),1,NOBSKA,MAVS-4,10311,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140828,6073,100%,,20140828,UW,N/A,,,,,,
ATAPL-67979-00003,Sensor,0,,MAVS-4 Acoustic Current Meter (VEL3D)  (O&M),1,NOBSKA,MAVS-4,10312,N/A,131216014,O.L.,UW,SP:C120:BAY5,A,20140828,6073,100%,,20140828,UW,N/A,,,,,,
ATAPL-67979-00004,Sensor,0,,MAVS-4 Acoustic Current Meter (VEL3D),1,NOBSKA,MAVS-4,10313,N/A,150305025,O.L.,UW,SP:C120,A,20150701,6287,100%,,20150701,UW,N/A,,,,,,
ATAPL-67979-00005,Sensor,0,,MAVS-4 Acoustic Current Meter (VEL3D),1,NOBSKA,MAVS-4,10314,N/A,110809018,O.L.,UW,SP:C120:BAY5,A,20130227,6381,100%,,20130227,UW,N/A,,,,,,
ATAPL-68020-00001,Sensor,0,,SATLANTIC SUNA NITRATE SENSOR,1,SATLANTIC,deep SUNA,234,N/A,110809018,O.L.,UW,BH:1F123:CS1A,A,20130227,6381,100%,,20130227,UW,N/A,,,,,,
ATAPL-68020-00002,Sensor,0,,SATLANTIC SUNA NITRATE SENSOR,1,SATLANTIC,deep SUNA,379,,110921013,O.L.,UW,SP:C120:SHOP,A,20120914,35965,100%,,20120914,UW,N/A,,,,,,
ATAPL-68020-00003,Sensor,0,,SATLANTIC SUNA NITRATE SENSOR,1,SATLANTIC,deep SUNA,380,,110921013,O.L.,UW,SP:C120:SHOP,A,20120914,35965,100%,,20120914,UW,N/A,,,,,,
ATAPL-68020-00004,Sensor,0,,SATLANTIC SUNA NITRATE SENSOR,1,SATLANTIC,deep SUNA,429,,121015006,O.L.,UW,SP:C120:SHOP,A,20130402,37100,100%,,20130402,UW,N/A,,,,,,
ATAPL-68020-00005,,,,,,,,,,111114001,O.L.,UW,CAV2015:SPARE,A,20111230,13070,100%,,20111230,UW,N/A,,,,,,
ATAPL-68020-00006,Sensor,0,,SATLANTIC SUNA NITRATE SENSOR,1,SATLANTIC,deep SUNA,617,,120131014,O.L.,UW,VISIONS2014:LJ01A,A,20121210,13070,100%,,20121210,UW,N/A,,,,,,
ATAPL-68020-00007,Sensor,0,,SATLANTIC SUNA NITRATE SENSOR,1,SATLANTIC,deep SUNA,618,,140404021,O.L.,UW,VISIONS2014:LJ03A,A,20140512,14310,100%,,20140512,UW,N/A,,,,,,
ATAPL-68021-00001,,,,"MAIN FLOAT, MOORING PLATFORM",,Deep Water Bouyancy,68021,1,,150324038,O.L.,UW,CAV2015:LJ01A,A,20150511,16060,100%,,20150511,UW,N/A,,,,,,
ATAPL-68021-00002,,,,"MAIN FLOAT, MOORING PLATFORM",,Deep Water Bouyancy,68021,2,,150324038,O.L.,UW,CAV2015:LJ03A,A,20150529,16060,100%,,20150529,UW,N/A,,,,,,
ATAPL-68021-00003,,,,"MAIN FLOAT, MOORING PLATFORM",,Deep Water Bouyancy,68021,3,,110227002,O.L.,UW,SP:C120:SHOP,A,20120306,15000,100%,,20120306,UW,N/A,,,,,,
ATAPL-68030-10001,,,,"25M ROV MASSP CAMDS Electrical Jumper, ROV CE Plug to MHDXL",,Teledyne ODI,1073307,1073307-1,,121005019,O.L.,UW,CAV2015:SPARE,A,20130102,15900,100%,,20130102,UW,1303072,,,,,,
ATAPL-68030-10002,,,,"25M ROV MASSP CAMDS Electrical Jumper, ROV CE Plug to MHDXL",,Teledyne ODI,1073307,1073307-2,,121005019,O.L.,UW,VISIONS2014:MJ03A,A,20130102,15900,100%,,20130102,UW,1303060,,,,,,
ATAPL-68030-10003,,,,"25M ROV MASSP CAMDS Electrical Jumper, ROV CE Plug to MHDXL",,Teledyne ODI,1073307,1073307-3,,121005019,O.L.,UW,VISIONS2014:MJ01A,A,20130102,15900,100%,,20130102,UW,1306556,,,,,,
ATAPL-68030-10004,,,,"25M ROV MASSP CAMDS Electrical Jumper, ROV CE Plug to MHDXL",,Teledyne ODI,1073307,1073307-4,,111116011,O.L.,UW,CAV2015:MJ03C,A,,56722,100%,,,UW,N/A,,,,,,
ATAPL-68030-10005,,,,"25M ROV MASSP CAMDS Electrical Jumper, ROV CE Plug to MHDXL",,Teledyne ODI,1073307,1073307-5,,121101008,O.L.,UW,VISIONS2014:MJ03C,A,,56722,100%,,,UW,N/A,,,,,,
ATAPL-68030-10006,,,,"25M ROV MASSP, CAMDS Electrical Jumper, ROV CE Plug to MHDXL",,Teledyne ODI,1073307,1073307-6,,121205017,O.L.,UW,CAV2015:SPARE,A,,56722,100%,,,UW,N/A,,,,,,
ATAPL-68030-10007,,,,"25M ROV MASSP, CAMDS Electrical Jumper, ROV CE Plug to MHDXL",,Teledyne ODI,1073307,1073307-7,,111205001,O.L.,UW,VISIONS2014:MJ03E,A,20120223,6340,100%,,20120223,UW,N/A,,,,,,
