ASSET_UID,TYPE,Mobile,Geometry,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
A00054,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P64183-6841,,E113368,WHOI,ATS,SEA,A,20150604,8970,100%,,20150604,WHOI,114540,,,,9/4/2015,DOI,
A00055,Sensor,0,,ADCP SERIES M (WHS600-500),1,TELEDYNE RDI,WHS600-500,18222,,J100014,WHOI,UNV,OSU,A,20120822,21577.5,100%,,20120822,WHOI,115068,8/22/2012,OSU,324979,9/4/2015,DOI,
A00056,Sensor,0,,ADCP SERIES A (WH600-500),1,TELEDYNE RDI,WHS600-500,18225,,J100014,WHOI,UNV,OSU,A,20120822,24822,100%,,20120822,WHOI,115069,8/22/2012,OSU,324980,9/4/2015,DOI,
A00057,Sensor,0,,ADCP SERIES B (WHM600-500),1,TELEDYNE RDI,WHM300-500,18493,,J100014,WHOI,UNV,OSU,A,20120826,22482,100%,,20120826,WHOI,115070,8/22/2012,OSU,324981,9/4/2015,DOI,
A00058,Sensor,0,,ADCP SERIES C (WHS300-500),1,TELEDYNE RDI,WHS300-500,17122,,J100014,WHOI,UNV,OSU,A,20120822,23895,100%,,20120822,WHOI,115071,8/22/2012,OSU,324982,9/4/2015,DOI,
A00059,Sensor,0,,VEL3D SERIES C (VECTOR),1,NORTEK,VECTOR,8159,,J100013,WHOI,UNV,OSU,A,20120828,15960,100%,,20120828,WHOI,115072,8/29/2012,OSU,324983,9/4/2015,DOI,
A00060,Sensor,0,,VEL3D SERIES C (VECTOR),1,NORTEK,VECTOR,8181,,J100013,WHOI,UNV,OSU,A,20120828,15960,100%,,20120828,WHOI,115073,8/29/2012,OSU,324984,9/4/2015,DOI,
A00061,Sensor,0,,VEL3D SERIES D (VECTOR W/PROLOG),1,NORTEK,VECTOR,9668,,J100013,WHOI,UNV,OSU,A,20120913,19515,100%,,20120913,WHOI,115074,9/13/2012,OSU,324985,9/4/2015,DOI,
A00062,Sensor,0,,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-pCO2,C0050,54,J100015,WHOI,ATS,SEA,A,20120913,20600,100%,,20120913,WHOI,115076,,,,9/4/2015,DOI,
A00063,Sensor,0,,PCO2W  SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-pCO2,C0051,,J100015,WHOI,LOSO,103,A,20120913,20600,100%,,20120913,WHOI,115077,,,,9/4/2015,DOI,
A00064,Sensor,0,,ADCP SERIES I (WHLM75-1500),1,TELEDYNE RDI,WHM75-1500,18153,,J100016,WHOI,UNV,OSU,A,20120914,46795.5,100%,,20120914,WHOI,115083,9/18/2012,OSU,324986,9/4/2015,DOI,
A00065,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,239,3.2.4,J100012,WHOI,LOSO,103,A,20120924,35182.98,100%,,20120924,WHOI,115084,,,,9/4/2015,DOI,
A00066,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,240,3.2.4,J100012,WHOI,LOSO,HIBA,A,20120924,35182.98,100%,,20120924,WHOI,115085,,,,9/4/2015,DOI,
A00067,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,18352,,J100016,WHOI,ATS,SEA,A,20120928,51646.5,100%,,20120928,WHOI,115090,12/18/2012,SIO,,9/4/2015,DOI,
A00068,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,18351,50.4,J100016,WHOI,LOSO,102,A,20120928,51646.5,100%,,20120928,WHOI,115091,12/18/2012,SIO,126000378,9/4/2015,DOI,
A00069,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,18445,,J100016,WHOI,LOSO,HIBA,A,20121001,51646.5,100%,,20121001,WHOI,115092,,,,9/4/2015,DOI,
A00070,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,18446,50.4,J100016,WHOI,LOSO,103,A,20120928,51646.5,100%,,20120928,WHOI,115093,,,,9/4/2015,DOI,
A00071,Sensor,0,,ADCP SERIES F (WHS150-1500),1,TELEDYNE RDI,WHS150-1500,18593,50.4,J100016,WHOI,ATS,SEA,A,20150604,35302.5,100%,,20150604,WHOI,115094,,,,9/4/2015,DOI,
A00072,Sensor,0,,ADCP SERIES F (WHS150-1500),1,TELEDYNE RDI,WHS150-1500,18594,50.4,J100016,WHOI,ATS,SEA,A,20150604,35302.5,100%,,20150604,WHOI,115095,,,,9/4/2015,DOI,
A00073,Sensor,0,,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0052,,J100015,WHOI,UNV,OSU,A,20120924,20600,100%,,20120924,WHOI,115097,9/24/2012,OSU,325056,9/4/2015,DOI,
A00074,Sensor,0,,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0053,,J100015,WHOI,UNV,OSU,A,20120924,20600,100%,,20120924,WHOI,115098,9/24/2012,OSU,325057,9/4/2015,DOI,
A00075,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,18260,,J100016,WHOI,LOSO,202,A,20120925,51646.5,100%,,20120925,WHOI,115099,12/18/2012,SIO,126000380,9/4/2015,DOI,
A00076,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,18261,,J100016,WHOI,ATS,SEA,A,20120925,51646,100%,Missing from SIO inventory,20120925,WHOI,115100,12/18/2012,SIO,126000381,9/4/2015,DOI,
A00077,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,18353,,J100016,WHOI,ATS,SEA,A,20120925,51646.5,100%,,20120925,WHOI,115101,12/7/2012,SIO,126000382,9/4/2015,DOI,
A00078,Node,1,,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,CSG-0200,311,,J100005A,WHOI,UNV,OSU,A,20121002,186935,100%,,20121002,WHOI,115106,10/2/2012,OSU,324987,,,
A00079,Node,1,,COASTAL GLIDER 1000M,1,TELEDYNE WEBB RESEARCH,CSG-1000,312,,J100005A,WHOI,UNV,OSU,A,20121002,186935,100%,,20121002,WHOI,115107,10/2/2012,OSU,324988,,,
A00080,Sensor,0,,WAVSS SERIES A (TRIAXYS NW),1,AXYS TECHNOLOGIES,TRIAXYX NW,4571,1.01.0682,J100022,WHOI,LOSO,202,A,20121031,22000,100%,,20121031,WHOI,115124,,,,9/4/2015,DOI,
A00081,Sensor,0,,WAVSS SERIES A (TRIAXYS NW),1,AXYS TECHNOLOGIES,TRIAXYX NW,4581,1.01.0682,J100022,WHOI,ATS,,F,20130726,22000,100%,Missing from inventory,20130726,WHOI,,,,,9/4/2015,DOI,
A00082,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71174-7208,2.5,J100018,WHOI,ATS,SEA,A,20150604,11150,100%,,20150604,WHOI,115127,,,,9/4/2015,DOI,
A00083,Sensor,0,,CTDBP SERIES D (D-16PLUSV2),1,SEA-BIRD ELECTRONICS,D-16PLUSV2,16P71174-7209,2.5,J100018,WHOI,ATS,SEA,A,20121102,11150,100%,,20121102,WHOI,115128,,,,9/4/2015,DOI,
A00084,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,994,5.2,J100028,WHOI,ATS,SEA,A,20150604,12634.25,100%,,20150604,WHOI,115129,,,,9/4/2015,DOI,
A00085,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,993,5.2,J100028,WHOI,ATS,SEA,A,20150604,12634.25,100%,,20150604,WHOI,115130,,,,9/4/2015,DOI,
A00086,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,243,,J100017,WHOI,UNV,OSU,A,20121109,35182.98,100%,,20121109,WHOI,115131,11/9/2012,OSU,325042,9/4/2015,DOI,
A00087,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,244,,J100017,WHOI,UNV,OSU,A,20121109,35182.98,100%,,20121109,WHOI,115132,11/9/2012,OSU,325043,9/4/2015,DOI,
A00088,Sensor,0,,ADCP SERIES G (WHS150-1500),1,TELEDYNE RDI,WHS150-1500-I,19336,50.4,J100016,WHOI,LOSO,HIBA,A,20150713,40522.8,100%,,20150713,WHOI,115135,,,,9/4/2015,DOI,
A00089,Sensor,0,,ADCP SERIES G (WHS150-1500),1,TELEDYNE RDI,WHS150-1500-I,18660,50.4,J100016,WHOI,LOSO,HIBA,A,20121114,40522.8,100%,,20121114,WHOI,115133,,,,9/4/2015,DOI,
A00090,,,,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00091,,,,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00092,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,229,3.0A,J100024,WHOI,LOSO,102,A,20121119,12682,100%,,20121119,WHOI,115140,,,,9/4/2015,DOI,
A00093,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,230,3.0A,J100024,WHOI,ATS,SEA,A,20121119,12682,100%,,20121119,WHOI,115141,,,,9/4/2015,DOI,
A00094,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,231,,J100024,WHOI,UNV,OSU,A,20121119,12682,100%,,20121119,WHOI,115142,11/19/2012,OSU,325053,9/4/2015,DOI,
A00095,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,232,,J100024,WHOI,UNV,OSU,A,20121119,12682,100%,,20121119,WHOI,115143,11/19/2012,OSU,325054,9/4/2015,DOI,
A00096,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0068,54,J100015,WHOI,ATS,SEA,A,20150604,18375,100%,,20150604,WHOI,115147,,,,9/4/2015,DOI,
A00097,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0069,54,J100015,WHOI,ATS,SEA,A,20121126,18375,100%,,20121126,WHOI,115148,,,,9/4/2015,DOI,
A00098,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-123,1.1,J100029,WHOI,LOSO,HIBA,A,20121203,37830,100%,,20121203,WHOI,115151,,,,9/4/2015,DOI,
A00099,,,,BUOYANCY BASIN,,M&W FIBERGLASS INC,OSU CONSTRUCTED,N/A,,A100653,WHOI,UNV,OSU,A,20120501,7184.03,100%,,20120501,WHOI,115159,5/1/2012,OSU,324606,,,
A00100,,,,BOUY SYSTEM CART POP UP,,ORE OFF SHORE,POPUP,34842,,A100653,WHOI,UNV,OSU,A,20110705,6983.74,100%,,20110705,WHOI,115160,7/6/2011,OSU,324102,,,
A00101,Node,1,,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,CSG-0200,319,,J100005A,WHOI,UNV,OSU,A,20121206,186935,100%,,20121206,WHOI,115163,12/6/2012,OSU,325081,,,
A00102,Node,1,,COASTAL GLIDER 1000M,1,TELEDYNE WEBB RESEARCH,CSG-1000,320,,J100005A,WHOI,UNV,OSU,A,20121206,186935,100%,,20121206,WHOI,115164,12/6/2012,OSU,325082,,,
A00103,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10214,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115166,1/10/2013,SIO,126085166,9/4/2015,DOI,
A00104,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10215,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115167,1/10/2013,SIO,126085167,9/4/2015,DOI,
A00105,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10216,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115168,1/10/2013,SIO,126085168,9/4/2015,DOI,
A00106,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10217,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115169,1/11/2013,SIO,126085169,9/4/2015,DOI,
A00107,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10218,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115170,1/11/2013,SIO,126085170,9/4/2015,DOI,
A00108,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10219,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115171,1/11/2013,SIO,126085171,9/4/2015,DOI,
A00109,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10220,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115172,1/11/2013,SIO,126085172,9/4/2015,DOI,
A00110,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10221,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115173,1/11/2013,SIO,126085173,9/4/2015,DOI,
A00111,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10222,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115174,1/11/2013,SIO,126085174,9/4/2015,DOI,
A00112,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10223,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115175,1/11/2013,SIO,126085175,9/4/2015,DOI,
A00113,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10224,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115176,1/11/2013,SIO,126085176,9/4/2015,DOI,
A00114,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10225,,J100027,WHOI,ATS,SEA,A,20121212,6400,100%,,20121212,WHOI,115177,1/11/2013,SIO,126085177,9/4/2015,DOI,
A00115,Sensor,0,,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 8532,3.35,J100033,WHOI,LOSO,103,A,20121214,8500,100%,,20121214,WHOI,115179,,,,9/4/2015,DOI,
A00116,Sensor,0,,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 8544,3.35,J100033,WHOI,LOSO,103,A,20121214,8500,100%,,20121214,WHOI,115180,,,,9/4/2015,DOI,
A00117,Sensor,0,,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 8550,3.35,J100033,WHOI,ATS,SEA,A,20121204,8500,100%,,20121204,WHOI,115181,,,,9/4/2015,DOI,
A00118,Sensor,0,,PHSEN SERIES E (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0071,54,J100015,WHOI,LOSO,202,A,20121226,19655,100%,,20121226,WHOI,115197,,,,9/4/2015,DOI,
A00119,Sensor,0,,PHSEN SERIES E (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0070,54,J100015,WHOI,ATS,SEA,A,20121226,19655,100%,,20121226,WHOI,115198,,,,9/4/2015,DOI,
A00120,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-11000,,D100188,WHOI,LOSO,202,A,20121226,5816,100%,,20121226,WHOI,115199,,,,9/4/2015,DOI,
A00121,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-11001,,D100188,WHOI,LOSO,102,A,20150604,5816,100%,,20150604,WHOI,115200,,,,9/4/2015,DOI,
A00122,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,253,,J100042,WHOI,UNV,OSU,A,20121227,34464.96,100%,,20121227,WHOI,115201,12/27/2012,OSU,325138,9/4/2015,DOI,
A00123,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,254,,J100042,WHOI,UNV,OSU,A,20121227,34464.96,100%,,20121227,WHOI,115202,12/27/2012,OSU,325139,9/4/2015,DOI,
A00124,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,255,,J100042,WHOI,UNV,OSU,A,20121227,34464.96,100%,,20121227,WHOI,115203,12/27/2012,OSU,325140,9/4/2015,DOI,
A00125,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,256,,J100042,WHOI,UNV,OSU,A,20121227,34464.96,100%,,20121227,WHOI,115204,12/27/2012,OSU,325141,9/4/2015,DOI,
A00126,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71879-7240,,J100036,WHOI,UNV,OSU,A,20121227,11150,100%,,20121227,WHOI,115206,12/27/2012,OSU,325119,9/4/2015,DOI,
A00127,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71879-7241,2.5,J100036,WHOI,UNV,OSU,A,20121227,11150,100%,,20121227,WHOI,115207,12/27/2012,OSU,325120,9/4/2015,DOI,
A00128,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71879-7242,,J100036,WHOI,UNV,OSU,A,20121227,11150,100%,,20121227,WHOI,115208,12/27/2012,OSU,325121,9/4/2015,DOI,
A00129,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71879-7243,,J100036,WHOI,UNV,OSU,A,20121227,11150,100%,,20121227,WHOI,115209,12/27/2012,OSU,325122,9/4/2015,DOI,
A00130,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-127,,J100029,WHOI,UNV,OSU,A,20121228,37830,100%,,20121228,WHOI,115216,12/28/2012,OSU,325136,9/4/2015,DOI,
A00131,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-128,,J100029,WHOI,UNV,OSU,A,20121228,37830,100%,,20121228,WHOI,115217,12/28/2012,OSU,325137,9/4/2015,DOI,
A00132,Sensor,0,,CTDBP SERIES D (D-16PLUSV2),1,SEA-BIRD ELECTRONICS,D-16PLUSV2,16P71879-7239,2.5,J100036,WHOI,LOSO,HIBA,A,20130108,11150,100%,,20130108,WHOI,115220,,,,9/4/2015,DOI,
A00133,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10226,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115222,1/11/2013,SIO,136080133,9/4/2015,DOI,
A00134,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10227,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115223,1/11/2013,SIO,136080134,9/4/2015,DOI,
A00135,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10228,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115224,1/11/2013,SIO,136080135,9/4/2015,DOI,
A00136,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE 37M,37-10229,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115225,1/11/2013,SIO,136080136,9/4/2015,DOI,
A00137,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10252,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115226,1/11/2013,SIO,136080137,9/4/2015,DOI,
A00138,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10253,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115227,1/11/2013,SIO,136080138,9/4/2015,DOI,
A00139,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10254,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115228,1/11/2013,SIO,136080139,9/4/2015,DOI,
A00140,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10255,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115229,1/11/2013,SIO,136080140,9/4/2015,DOI,
A00141,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10256,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115230,1/11/2013,SIO,136080141,9/4/2015,DOI,
A00142,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10257,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115231,1/11/2013,SIO,136080142,9/4/2015,DOI,
A00143,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10258,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115232,1/11/2013,SIO,136080143,9/4/2015,DOI,
A00144,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10259,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115233,1/11/2013,SIO,136080144,9/4/2015,DOI,
A00145,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10260,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115234,1/11/2013,SIO,136080145,9/4/2015,DOI,
A00146,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10261,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115235,1/11/2013,SIO,136080146,9/4/2015,DOI,
A00147,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10262,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115236,1/11/2013,SIO,136080147,9/4/2015,DOI,
A00148,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10263,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115237,1/11/2013,SIO,136080148,9/4/2015,DOI,
A00149,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10264,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115238,1/14/2013,SIO,136080149,9/4/2015,DOI,
A00150,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10265,,J100027,WHOI,LOSO,202,A,20131214,6400,100%,,20131214,WHOI,115239,11/1/2013,SIO,136080150,9/4/2015,DOI,
A00151,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10266,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115240,1/11/2013,SIO,136080151,9/4/2015,DOI,
A00152,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10267,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115241,1/11/2013,SIO,136080152,9/4/2015,DOI,
A00153,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1004,,J100028,WHOI,ATS,SEA,A,20121107,12634.25,100%,,20121107,WHOI,115244,2/13/2014,SIO,136080153,9/4/2015,DOI,
A00154,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1005,,J100028,WHOI,LOSO,202,A,20121107,12634.25,100%,,20121107,WHOI,115245,2/13/2014,SIO,136080154,9/4/2015,DOI,
A00155,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1003,,J100028,WHOI,LOSO,202,A,20121107,12634.25,100%,,20121107,WHOI,115246,2/13/2014,SIO,136080155,9/4/2015,DOI,
A00156,Sensor,0,,CTDBP SERIES O (O-16PLUSV2),1,SEA-BIRD ELECTRONICS,O-16PLUSV2,16P71176-3231,,J100019,WHOI,UNV,OSU,A,20121203,18250,100%,OSU reports S/N 16P7116-7231,20121203,WHOI,115253,12/3/2012,OSU,325159,9/4/2015,DOI,
A00157,Sensor,0,,CTDBP SERIES N (N-16PLUSV2),1,SEA-BIRD ELECTRONICS,N-16PLUSV2,1697116-3230,,J100019,WHOI,UNV,OSU,A,20121203,17500,100%,OSU reports S/N 16P7116-7230,20121203,WHOI,115254,12/3/2012,OSU,325160,9/4/2015,DOI,
A00158,Node,1,,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,CSG-0200,326,,J100005A,WHOI,UNV,OSU,A,20121228,186935,100%,,20121228,WHOI,115255,12/28/2012,OSU,325162,,,
A00159,Node,1,,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,CSG-0200,327,,J100005A,WHOI,UNV,OSU,A,20121228,186935,100%,,20121228,WHOI,115256,12/28/2012,OSU,325163,,,
A00160,Sensor,0,,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0079,,J100025,WHOI,ATS,SEA,A,20130115,18947,100%,,20130115,WHOI,115257,1/25/2013,SIO,136080160,9/4/2015,DOI,
A00161,Sensor,0,,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0080,,J100025,WHOI,ATS,SEA,A,20130115,18947,100%,,20130115,WHOI,115258,1/25/2013,SIO,136080161,9/4/2015,DOI,
A00162,Sensor,0,,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0081,,J100025,WHOI,LOSO,202,A,20130115,18947,100%,,20130115,WHOI,115259,1/25/2013,SIO,136080162,9/4/2015,DOI,
A00163,Sensor,0,,CTDBP SERIES O (O-16PLUSV2),1,SEA-BIRD ELECTRONICS,O-16PLUSV2,16P71879-7249,,J100036,WHOI,UNV,OSU,A,20130115,18250,100%,,20130115,WHOI,115269,1/15/2013,OSU,325157,9/4/2015,DOI,
A00164,Sensor,0,,CTDBP SERIES N (N-16PLUSV2),1,SEA-BIRD ELECTRONICS,N-16PLUSV2,16P71879-7248,,J100036,WHOI,UNV,OSU,A,20130115,17550,100%,,20130115,WHOI,115270,1/15/2013,OSU,325158,9/4/2015,DOI,
